,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,7110,9701,10168,11620,13320,13991,17769,17308,18866,18448
- Cash & Cash Equivalents,172,207,266,235,182,153,140,168,452,164
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,224,224
+ Minority/Non Controlling Interest,37,37,37,37,37,37,37,581,557,580
+ Total Debt,8703,9339,10469,11318,11760,12870,14467,16702,12856,15428
Enterprise Value,15678,18870,20408,22740,24935,26745,32133,34423,32051,34516
Total Capital,10952,11988,13589,14992,15707,17391,19497,22993,21101,24373
Total Debt/Capital (%),79.46,77.90,77.04,75.49,74.87,74.00,74.20,72.64,60.93,63.30
Total Debt / EV,0.56,0.49,0.51,0.50,0.47,0.48,0.45,0.49,0.40,0.45
EV/Sales,2.39,2.63,3.16,3.55,3.79,3.89,4.69,5.15,4.37,4.02
EV/EBITDA,8.86,10.27,10.67,10.79,11.24,12.77,14.40,14.28,14.18,14.69
EV/EBIT,13.73,16.38,17.55,17.53,18.64,23.02,25.93,25.27,27.97,28.20
EV/Cash Flow to Firm,9.44,11.01,10.73,11.84,12.90,12.78,14.49,19.64,14.17,26.14
EV/Free Cash Flow to Firm,9.14,10.55,10.25,11.22,12.17,11.95,13.68,18.27,13.39,24.18
Diluted Market Cap,7268,9694,10124,11612,13282,13967,17794,17152,18846,18366
Diluted Enterprise Value,15836,18863,20364,22732,24897,26721,32158,34267,32031,34434
EV per Share,58.92,68.57,73.62,81.45,88.55,94.37,113.19,119.15,110.60,118.49
TTM Sales,6566,7179,6456,6399,6583,6873,6845,6680,7329,8596
TTM EBITDA,1770,1837,1913,2108,2219,2095,2231,2410,2260,2350
TTM Operating Income,1142,1152,1163,1297,1338,1162,1239,1362,1146,1224
TTM Cash Flow to Firm,1660,1714,1901,1920,1933,2093,2217,1753,2261,1320
TTM Free Cash Flow to Firm,1716,1789,1990,2027,2048,2239,2349,1884,2394,1427
