,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),0,19.78,18.37,16.40,12.19,15.65,14.35,14.07,20.46,10.60
Return on Assets (%),2.62,2.61,2.65,2.63,2.06,2.76,2.65,2.67,4.63,2.79
Return on Capital (%),8.06,6.47,6.12,5.88,4.47,6.31,5.99,5.81,8.25,5.83
Return on Invested Capital (%),5.83,5.86,5.45,5.66,4.29,5.72,5.37,5.36,4.63,4.98
Gross Margin (%),30.52,29.10,33.69,37.33,38.02,34.89,37.46,41.45,36.14,32.13
EBITDA Margin (%),26.96,25.59,29.63,32.94,33.71,30.48,32.59,36.08,30.84,27.34
Operating Margin (%),17.39,16.05,18.01,20.27,20.33,16.91,18.10,20.39,15.64,14.24
Incremental Operating Margin (%),44.73,1.63,-1.52,-235.09,22.28,-60.69,-275.00,-74.55,-33.28,6.16
Pretax Margin (%),11.51,10.15,12.33,12.91,13.46,11.26,12.11,13.25,11.23,10.49
Profit Margin (%),6.88,6.64,8.10,8.61,6.99,9.56,9.93,11.30,18.46,9.74
Net Income to Common Margin (%),6.88,6.64,8.10,8.61,6.99,9.56,9.93,11.27,18.39,9.62
Effective Tax Rate (%),39.95,34.29,34.05,33.05,47.86,14.86,17.73,15.03,11.54,10.31
Dvd Payout Ratio (%),59.87,61.33,61.10,62.52,81.25,61.57,63.74,62.25,72.00,69.16
Sustainable Growth Rate (%),0,7.65,7.14,6.15,2.29,6.02,5.20,5.31,5.73,3.27
