,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,30.02,21.64,9.41,31.41,20.57,17.00,27.18,26.83,19.07,21.35
Price/Earnings Average,25.96,25.56,11.92,25.41,16.82,19.70,22.66,23.73,18.54,20.10
Price/Earnings High,30.19,31.56,15.35,33.32,20.87,22.91,27.92,28.76,21.56,24.12
Price/Earnings Low,22.02,19.19,7.73,17.90,12.26,16.10,17.20,13.35,15.21,16.80
Price/Book Value,3.12,2.22,1.35,1.86,2.78,1.93,3.05,3.26,2.74,2.80
Price/Book Value Average,2.70,2.62,1.71,1.51,2.27,2.24,2.54,2.88,2.67,2.64
Price/Book Value High,3.14,3.23,2.20,1.97,2.82,2.60,3.13,3.50,3.10,3.16
Price/Book Value Low,2.29,1.97,1.11,1.06,1.66,1.83,1.93,1.62,2.19,2.20
Price/Tangible Book Value,7.33,7.15,15.59,15.54,-9.82,-8.20,-8.35,-13.30,-14.73,-22.42
Price/Tangible Book Value Average,6.34,8.44,19.74,12.57,-8.03,-9.49,-6.96,-11.76,-14.32,-21.11
Price/Tangible Book Value High,7.37,10.42,25.41,16.48,-9.96,-11.05,-8.58,-14.25,-16.65,-25.33
Price/Tangible Book Value Low,5.38,6.34,12.79,8.86,-5.85,-7.76,-5.28,-6.62,-11.75,-17.65
Price/Sales,2.28,2.04,1.40,2.00,3.83,1.99,2.81,3.19,2.78,2.71
Price/Sales Average,1.97,2.41,1.78,1.62,3.13,2.31,2.35,2.82,2.71,2.55
Price/Sales High,2.29,2.98,2.29,2.12,3.88,2.68,2.89,3.42,3.15,3.06
Price/Sales Low,1.67,1.81,1.15,1.14,2.28,1.89,1.78,1.59,2.22,2.13
Price/Cash Flow,26.84,17.80,-12.87,13.19,32.85,23.17,26.56,22.84,17.13,26.99
Price/Cash Flow Average,23.22,21.03,-16.30,10.67,26.86,26.84,22.14,20.20,16.65,25.42
Price/Cash Flow High,27.00,25.97,-20.98,14.00,33.33,31.23,27.29,24.48,19.36,30.50
Price/Cash Flow Low,19.68,15.79,-10.56,7.52,19.58,21.95,16.81,11.37,13.66,21.25
Price/Free Cash Flow,17.99,12.06,-15.12,11.20,29.49,17.26,20.78,19.54,15.35,21.82
Price/Free Cash Flow Average,15.56,14.24,-19.16,9.06,24.11,20.00,17.32,17.29,14.93,20.55
Price/Free Cash Flow High,18.09,17.59,-24.66,11.88,29.91,23.27,21.35,20.95,17.36,24.65
Price/Free Cash Flow Low,13.19,10.69,-12.41,6.39,17.57,16.35,13.15,9.73,12.25,17.18
EV/Sales,2.70,2.54,2.05,2.57,4.85,2.58,3.42,3.77,3.26,3.16
EV/Sales Average,2.40,2.91,2.42,2.18,4.15,2.89,2.96,3.40,3.18,3.00
EV/Sales High,2.71,3.48,2.93,2.69,4.90,3.27,3.50,3.99,3.61,3.51
EV/Sales Low,2.10,2.31,1.80,1.71,3.30,2.48,2.40,2.17,2.70,2.59
EV/EBITDA,12.53,13.24,21.69,12.65,30.73,11.38,13.79,14.60,12.41,13.04
EV/EBITDA Average,11.13,15.17,25.66,10.77,26.30,12.79,11.93,13.18,12.12,12.39
EV/EBITDA High,12.59,18.12,31.07,13.25,31.08,14.42,14.10,15.49,13.76,14.48
EV/EBITDA Low,9.76,12.04,19.03,8.41,20.92,10.95,9.68,8.41,10.31,10.67
EV/EBIT,14.79,16.76,34.64,15.93,40.90,13.77,15.88,16.90,14.25,14.82
EV/EBIT Average,13.13,19.19,40.98,13.56,35.01,15.47,13.73,15.25,13.92,14.09
EV/EBIT High,14.86,22.92,49.61,16.68,41.37,17.45,16.23,17.92,15.80,16.46
EV/EBIT Low,11.52,15.23,30.39,10.59,27.85,13.25,11.14,9.73,11.84,12.14
Last Price,65.26,49.91,34.42,49.05,82.10,63.51,99.22,114.08,109.39,124.80
High Price,65.64,72.80,56.13,52.04,83.28,85.60,101.95,122.29,123.66,140.99
Low Price,47.86,44.27,28.26,27.96,48.93,60.16,62.81,56.77,87.27,98.24
Enterprise Value,10454,8291,6714,8422,13956,11044,15761,17478,16425,18339
Enterprise Value Average,9281,9497,7941,7169,11946,12405,13631,15773,16045,17430
Enterprise Value High,10503,11342,9615,8821,14115,13995,16113,18540,18219,20364
Enterprise Value Low,8141,7538,5890,5602,9501,10629,11059,10065,13645,15016
