,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,96841,101487,86022,99549,102350,82823,99789,143722,186029,149294
- Cash & Cash Equivalents,4665,2291,2730,3476,3320,4225,5238,5910,10255,5602
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,14,17,21,24,30,16,16,12,16,17
+ Total Debt,10872,10787,14334,16075,24289,22736,25776,27754,25528,23521
Enterprise Value,102482,109008,95651,111081,122600,100540,119840,165172,200980,165237
Total Capital,17820,16539,20365,20987,30186,30767,34906,34755,41732,44873
Total Debt/Capital (%),61.01,65.22,70.39,76.60,80.46,73.90,73.84,79.86,61.17,52.42
Total Debt / EV,0.11,0.10,0.15,0.14,0.20,0.23,0.22,0.17,0.13,0.14
EV/Sales,1.85,1.87,1.64,1.82,1.86,1.40,1.62,1.95,2.07,1.65
EV/EBITDA,11.51,15.82,9.81,14.44,12.50,10.89,11.80,15.71,12.75,0
EV/EBIT,14.57,21.94,12.47,20.32,16.28,14.31,15.37,21.14,15.69,0
EV/Cash Flow to Firm,13.57,18.30,12.50,16.51,68.49,7.62,13.09,15.06,12.93,11.28
EV/Free Cash Flow to Firm,10.66,13.16,9.53,11.46,17.47,5.16,7.72,10.09,10.18,8.51
Diluted Market Cap,99464,103617,87964,101686,104256,83981,101186,144786,187804,152110
Diluted Enterprise Value,105685,112130,99589,114309,125255,102508,121740,166642,203093,170046
EV per Share,111.03,120.45,107.96,127.92,142.72,117.18,139.84,191.04,231.09,192.40
TTM Sales,55438,58232,58363,60906,65872,71861,74094,84628,97287,100338
TTM EBITDA,8901,6891,9752,7691,9811,9231,10158,10512,15763,-70962
TTM Operating Income,7034,4968,7668,5467,7529,7024,7798,7814,12810,-74150
TTM Cash Flow to Firm,7553,5957,7655,6728,1790,13193,9152,10966,15546,14652
TTM Free Cash Flow to Firm,9618,8285,10034,9693,7017,19476,15532,16378,19740,19421
