,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,923,905,886,868,859,858,857,865,870,859
Diluted Weighted Avg Shares,948,924,906,887,875,870,869,871,878,875
Basic Weighted Avg Shares,940,916,901,883,871,866,864,867,874,871
Revenue per Share,58.98,63.57,64.78,68.98,75.63,82.98,85.76,97.61,111.31,115.20
EBITDA per Share,9.47,7.52,10.82,8.71,11.26,10.66,11.76,12.12,18.04,-81.47
Operating Income per Share,7.48,5.42,8.51,6.19,8.64,8.11,9.03,9.01,14.66,-85.13
"Basic EPS, GAAP",4.65,3.31,5.38,3.89,5.64,5.53,5.14,1.65,14.75,13.26
Basic EPS from Cont Ops,4.65,3.31,5.38,3.89,5.64,5.53,5.14,1.65,14.75,13.26
"Diluted EPS, GAAP",4.61,3.28,5.35,3.87,5.61,5.51,5.11,1.64,14.68,13.20
Diluted EPS from Cont Ops,4.61,3.28,5.35,3.87,5.61,5.51,5.11,1.64,14.68,13.20
Dividend per Share,2.40,2.58,2.80,2.99,3.18,3.48,3.70,3.89,3.93,5.87
Cash Flow per Share,7.77,6.25,8.25,7.33,1.70,14.68,10.00,12.06,17.17,16.19
Free Cash Flow per Basic Share,5.57,3.71,5.61,3.97,-4.30,7.42,2.61,5.82,12.37,10.72
Cash & Equivalents per Share,5.68,3.63,5.33,5.26,4.74,5.87,6.70,7.31,12.18,8.84
Book Value per Share,7.51,6.34,6.78,5.63,6.83,9.34,10.63,8.08,18.61,24.84
Tangible Book Value per Share,3.82,-0.96,-2.80,-5.86,-5.59,-3.32,-3.15,-5.65,9.30,14.89
