,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.74,0.38,0.44,0.39,0.32,0.36,0.37,0.37,0.60,0.42
Current Ratio,1.88,1.37,1.23,1.13,1.22,1.12,1.11,1.19,1.42,1.22
Quick Ratio,1.65,1.15,1.11,1.03,1.13,1.06,1.02,1.00,1.32,1.11
CFO/Avg Current Liab,0.94,0.73,0.77,0.57,0.12,0.95,0.59,0.65,0.87,0.79
Common Equity/Total Assets,19.15,16.17,15.69,12.10,12.92,16.16,15.75,11.18,23.32,30.00
Long-Term Debt/Equity (%),166.83,457.09,454.28,2889.04,1968.74,656.27,664.58,3263.08,159.91,103.82
Long-Term Debt/Capital (%),60.74,59.64,55.57,59.06,67.18,64.78,62.51,70.70,54.68,45.82
Long-Term Debt/Total Assets (%),29.89,27.81,29.54,30.68,44.66,40.19,37.71,39.32,32.88,28.91
Total Debt/Equity (%),167.57,499.86,575.43,3747.09,2358.16,748.63,785.14,3685.79,178.91,118.77
Total Debt/Capital (%),61.01,65.22,70.39,76.60,80.46,73.90,73.84,79.86,61.17,52.42
Total Debt/Total Assets (%),30.02,30.41,37.41,39.79,53.50,45.85,44.55,44.41,36.78,33.07
CFO/Total Liabilities,24.57,17.19,20.74,16.19,3.33,27.30,15.83,16.94,27.22,27.48
CFO/CapEx,3.54,2.46,3.12,2.18,0.28,2.02,1.35,1.93,3.58,2.96
Altman's Z-Score,4.84,4.49,4.29,4.01,3.97,3.54,3.31,3.58,4.73,0.04
