,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,2699,2762,1655,1912,2011,1799,2407,2359,2729,2769
ST Debt,0,0,0,0,210,0,616,75,0,36
LT Debt,2699,2762,1655,1912,1801,1799,1791,2284,2729,2733
Total Debt/EBITDA,2.04,2.28,2.14,2.22,1.91,1.58,2.04,2.04,1.64,1.43
Net Debt/EBITDA,0.02,-0.22,-0.45,-0.44,-0.63,-0.39,0.87,0.80,0.75,0.89
Total Debt/EBIT,2.84,3.32,3.17,3.11,2.39,1.94,2.56,2.79,2.03,1.71
Net Debt/EBIT,0.03,-0.32,-0.67,-0.61,-0.79,-0.48,1.09,1.09,0.92,1.06
EBITDA to Interest Expense,12.36,10.74,11.74,11.96,13.33,15.17,15.93,14.79,20.59,23.04
EBITDA-CapEx/Interest Expense,10.54,8.91,10.26,10.03,11.10,12.81,13.82,13.27,18.26,19.57
EBIT to Interest Expense,8.89,7.35,7.91,8.54,10.65,12.37,12.72,10.85,16.63,19.26
Interest Expense,107,113,66,72,79,75,74,78,81,84
Common Equity/Total Assets,56.89,60.08,74.73,77.95,-1.46,-3.90,-0.16,0.87,3.28,3.11
Long-Term Debt/Equity (%),51.03,52.24,39.80,45.05,37.29,39.36,37.72,46.87,50.64,51.67
Long-Term Debt/Capital (%),30.74,29.92,22.84,23.88,95.19,122.38,74.87,93.49,88.60,88.28
Long-Term Debt/Total Assets (%),25.26,25.67,22.14,24.46,21.37,21.06,18.95,23.72,25.49,25.99
Total Debt/Equity (%),51.03,52.24,39.80,45.05,41.64,39.36,50.70,48.41,50.64,52.35
Total Debt/Capital (%),30.74,29.92,22.84,23.88,106.29,122.38,100.63,96.56,88.60,89.44
Total Debt/Total Assets (%),25.26,25.67,22.14,24.46,23.86,21.06,25.47,24.50,25.49,26.33
Net Debt to Equity,0.45,-5.03,-8.37,-8.88,-13.81,-9.80,21.59,18.84,23.10,32.44
Net Debt/Capital (%),0.39,-4.29,-6.64,-6.59,84.86,57.66,101.49,91.62,78.01,83.99
EBITDA,1323,1214,775,861,1053,1138,1179,1154,1668,1935
EBITDA-CapEx,1128,1007,677,722,877,961,1023,1035,1479,1644
Operating Income (Loss),951,831,522,615,841,928,941,846,1347,1618
