,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,1.67,1.83,2.03,2.42,2.12,1.92,0.66,0.98,0.92,0.57
Current Ratio,3.10,3.31,3.74,3.85,3.30,3.29,1.53,2.33,2.22,2.03
Quick Ratio,2.23,2.43,2.65,3.09,2.69,2.58,1.11,1.69,1.61,1.32
CFO/Avg Current Liab,0.66,0.44,0.37,0.82,0.81,0.89,0.63,0.52,0.94,0.74
Common Equity/Total Assets,56.89,60.08,74.73,77.95,-1.46,-3.90,-0.16,0.87,3.28,3.11
Long-Term Debt/Equity (%),51.03,52.24,39.80,45.05,37.29,39.36,37.72,46.87,50.64,51.67
Long-Term Debt/Capital (%),30.74,29.92,22.84,23.88,95.19,122.38,74.87,93.49,88.60,88.28
Long-Term Debt/Total Assets (%),25.26,25.67,22.14,24.46,21.37,21.06,18.95,23.72,25.49,25.99
Total Debt/Equity (%),51.03,52.24,39.80,45.05,41.64,39.36,50.70,48.41,50.64,52.35
Total Debt/Capital (%),30.74,29.92,22.84,23.88,106.29,122.38,100.63,96.56,88.60,89.44
Total Debt/Total Assets (%),25.26,25.67,22.14,24.46,23.86,21.06,25.47,24.50,25.49,26.33
CFO/Total Liabilities,21.35,13.03,14.80,22.19,24.70,27.38,21.70,19.37,27.93,25.10
CFO/CapEx,5.91,3.44,5.01,5.71,5.05,6.14,6.54,7.74,7.86,4.51
Altman's Z-Score,4.70,4.67,5.87,6.03,5.56,5.17,5.01,5.98,7.76,7.30
