,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,16182,16000,18862,20586,32761,34788,42280,57004,60222,75867
- Cash & Cash Equivalents,75,108,224,212,265,70,226,77,187,204
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,494,494,494,494,494
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,1861,2165,2708,3148,6576,8810,4907,5396,4899,6388
Enterprise Value,3155,2358,3841,3706,16001,14115,12546,20788,20612,33032
Total Capital,5957,6886,7978,8869,13189,18274,16665,19830,21317,23188
Total Debt/Capital (%),31.24,31.44,33.94,35.50,49.86,48.21,29.44,27.21,22.98,27.55
Total Debt / EV,0.59,0.92,0.70,0.85,0.41,0.62,0.39,0.26,0.24,0.19
EV/Sales,0.17,0.12,0.18,0.16,0.60,0.44,0.32,0.49,0.43,0.67
EV/EBITDA,31.14,24.28,25.52,18.58,67.77,53.79,40.99,62.65,61.09,98.14
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,1.59,1.31,1.61,1.32,4.13,2.20,1.96,2.94,2.60,4.69
EV/Free Cash Flow to Firm,1.49,1.23,1.53,1.23,3.97,2.11,1.85,2.85,2.52,4.51
Diluted Market Cap,16394,16190,19043,20768,32987,34997,42466,57238,60501,76153
Diluted Enterprise Value,18180,18247,21526,23704,39297,44231,47641,63052,65706,82831
EV per Share,5.29,4.01,6.58,6.39,27.51,24.20,21.46,35.52,35.27,56.48
TTM Sales,18156,19377,20832,23417,26816,31955,38998,42638,47677,49586
TTM EBITDA,101,97,151,200,236,262,306,332,337,337
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,1980,1804,2385,2803,3871,6423,6408,7078,7936,7039
TTM Free Cash Flow to Firm,2120,1912,2516,3018,4027,6689,6771,7302,8179,7331
