,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),28.58,29.06,25.37,18.76,25.82,33.29,38.98,45.05,22.26,4.31
Return on Assets (%),4.95,5.10,4.56,3.26,4.41,6.13,7.83,9.59,4.96,0.98
Return on Capital (%),20.37,21.17,17.86,13.13,15.42,17.47,23.51,32.21,17.13,4.10
Return on Invested Capital (%),0,0,0,0,0,0,0,0,0,0
Gross Margin (%),100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
EBITDA Margin (%),0.56,0.50,0.72,0.85,0.88,0.82,0.78,0.78,0.71,0.68
Operating Margin (%),0,0,0,0,0,0,0,0,0,0
Incremental Operating Margin (%),0,0,0,0,0,0,0,0,0,0
Pretax Margin (%),9.47,9.84,9.18,6.28,7.98,9.90,13.23,16.82,8.83,1.86
Profit Margin (%),6.42,6.61,6.08,4.40,5.94,8.18,10.18,13.38,7.03,1.46
Net Income to Common Margin (%),6.42,6.61,6.08,4.40,5.94,8.12,10.11,13.32,6.97,1.40
Effective Tax Rate (%),32.24,32.84,31.97,28.12,25.28,17.15,22.87,20.47,20.41,21.75
Dvd Payout Ratio (%),15.07,69.68,30.27,47.90,24.65,24.83,41.46,27.32,112.71,33.67
Sustainable Growth Rate (%),24.28,8.81,17.69,9.77,19.45,25.02,22.82,32.75,-2.83,2.86
