,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.75,0.94,0.90,0.91,1.02,1.18,1.24,1.23,1.34,1.24
Current Ratio,2.16,2.13,2.20,1.96,2.34,2.79,2.58,2.71,3.10,2.89
Quick Ratio,1.32,1.55,1.54,1.34,1.72,2.13,1.74,1.82,2.17,1.92
CFO/Avg Current Liab,0.57,1.28,1.20,0.72,1.60,3.14,2.17,1.28,1.91,2.17
Common Equity/Total Assets,-0.56,12.61,23.59,19.64,29.35,56.51,63.16,62.41,66.57,71.51
Long-Term Debt/Equity (%),44.49,43.31,47.59,70.81,50.81,11.40,12.35,17.71,16.22,14.85
Long-Term Debt/Capital (%),65.54,48.72,44.93,56.63,44.21,12.59,12.07,16.98,15.34,13.50
Long-Term Debt/Total Assets (%),23.29,22.28,26.10,33.24,28.00,8.71,9.29,12.87,12.11,11.18
Total Debt/Equity (%),60.33,57.46,55.82,76.66,57.29,13.99,15.91,18.40,16.57,15.06
Total Debt/Capital (%),88.87,64.64,52.70,61.30,49.85,15.45,15.55,17.64,15.67,13.69
Total Debt/Total Assets (%),31.58,29.56,30.61,35.98,31.57,10.69,11.97,13.37,12.37,11.34
CFO/Total Liabilities,19.87,25.33,21.57,11.50,23.07,40.11,26.98,56.57,83.59,92.70
CFO/CapEx,1.46,2.14,1.30,0.54,1.72,1.96,1.35,1.01,1.24,1.26
Altman's Z-Score,1.77,2.61,2.10,1.35,2.45,3.87,2.79,3.84,5.40,4.52
