,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,11.65,11.35,5.89,0,6.76,4.30,7.99,18.87,13.98,7.21
Price/Earnings Average,7.90,8.51,10.36,-50.12,5.26,3.92,7.01,20.18,14.13,9.48
Price/Earnings High,12.94,12.13,13.51,-72.44,7.05,5.27,9.23,25.28,18.53,12.60
Price/Earnings Low,4.43,4.77,4.98,-34.95,3.46,2.58,5.01,12.86,8.49,6.58
Price/Book Value,-131.23,12.33,3.04,3.22,3.39,2.50,1.62,1.52,2.09,1.30
Price/Book Value Average,-89.01,9.25,5.34,2.57,2.63,2.28,1.42,1.62,2.11,1.71
Price/Book Value High,-145.73,13.19,6.96,3.71,3.53,3.06,1.87,2.03,2.77,2.27
Price/Book Value Low,-49.90,5.18,2.57,1.79,1.73,1.50,1.02,1.03,1.27,1.19
Price/Tangible Book Value,1.47,3.15,1.35,1.41,1.97,1.94,1.42,1.36,1.93,1.28
Price/Tangible Book Value Average,1.00,2.36,2.38,1.12,1.53,1.76,1.25,1.45,1.95,1.68
Price/Tangible Book Value High,1.64,3.37,3.10,1.62,2.05,2.38,1.64,1.82,2.56,2.23
Price/Tangible Book Value Low,0.56,1.32,1.14,0.78,1.01,1.16,0.89,0.93,1.17,1.17
Price/Sales,1.53,2.11,1.05,1.40,1.69,2.00,2.15,2.37,2.96,2.04
Price/Sales Average,1.04,1.58,1.85,1.12,1.32,1.82,1.89,2.53,2.99,2.68
Price/Sales High,1.70,2.26,2.42,1.61,1.77,2.45,2.49,3.17,3.92,3.56
Price/Sales Low,0.58,0.89,0.89,0.78,0.87,1.20,1.35,1.61,1.80,1.86
Price/Cash Flow,7.66,6.06,3.28,5.47,4.22,3.49,3.82,6.11,6.57,4.12
Price/Cash Flow Average,5.19,4.55,5.77,4.37,3.28,3.18,3.35,6.53,6.64,5.42
Price/Cash Flow High,8.50,6.48,7.52,6.31,4.40,4.28,4.42,8.18,8.71,7.21
Price/Cash Flow Low,2.91,2.55,2.77,3.04,2.16,2.10,2.40,4.16,3.99,3.77
Price/Free Cash Flow,4.70,4.67,2.02,1.93,2.83,2.47,2.25,3.13,3.71,2.32
Price/Free Cash Flow Average,3.18,3.51,3.56,1.54,2.20,2.25,1.98,3.34,3.75,3.05
Price/Free Cash Flow High,5.21,5.00,4.64,2.23,2.95,3.02,2.60,4.19,4.92,4.05
Price/Free Cash Flow Low,1.79,1.96,1.71,1.07,1.45,1.48,1.41,2.13,2.25,2.12
EV/Sales,1.98,2.32,1.37,1.92,2.05,1.97,2.09,2.33,2.91,1.94
EV/Sales Average,1.50,1.81,2.25,1.65,1.68,1.80,1.86,2.52,2.97,2.61
EV/Sales High,2.18,2.49,2.82,2.15,2.14,2.44,2.45,3.16,3.90,3.48
EV/Sales Low,1.04,1.10,1.28,1.31,1.22,1.18,1.32,1.60,1.78,1.80
EV/EBITDA,8.31,7.25,3.90,7.39,4.28,3.04,3.82,5.77,6.20,3.54
EV/EBITDA Average,6.30,5.65,6.44,6.38,3.51,2.77,3.40,6.23,6.33,4.76
EV/EBITDA High,9.14,7.78,8.07,8.30,4.47,3.75,4.49,7.82,8.32,6.34
EV/EBITDA Low,4.35,3.44,3.65,5.07,2.55,1.81,2.42,3.95,3.79,3.29
EV/EBIT,50.06,12.12,7.37,101.15,7.09,4.00,6.62,16.61,11.89,6.13
EV/EBIT Average,37.98,9.45,12.16,87.26,5.81,3.65,5.90,17.96,12.15,8.23
EV/EBIT High,55.04,13.01,15.24,113.57,7.40,4.94,7.79,22.53,15.95,10.97
EV/EBIT Low,26.21,5.76,6.90,69.36,4.23,2.38,4.20,11.39,7.27,5.69
Last Price,13.57,32.60,15.96,16.74,31.61,52.76,45.27,45.69,73.16,56.30
High Price,15.07,34.85,36.59,19.30,32.96,64.66,52.30,61.19,96.96,98.45
Low Price,5.16,13.70,13.50,9.31,16.17,31.65,28.39,31.13,44.45,51.40
Enterprise Value,17973,37898,22107,23770,41726,59961,48854,49887,80513,59777
Enterprise Value Average,13634,29538,36466,20506,34217,54779,43496,53929,82236,80240
Enterprise Value High,19760,40696,45704,26690,43547,74073,57432,67656,108015,106958
Enterprise Value Low,9410,18002,20674,16300,24876,35749,30987,34200,49257,55486
