,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,10.56,15.24,11.88,12.79,9.10,9.45,14.18,28.42,18.84,12.68
Price/Earnings Average,9.78,16.50,12.84,11.84,8.23,12.61,13.75,20.93,17.71,15.21
Price/Earnings High,10.97,18.03,14.70,13.40,9.33,14.70,15.60,29.72,20.54,20.16
Price/Earnings Low,8.39,14.01,11.01,9.53,7.35,8.81,11.08,9.76,15.15,10.89
Price/Book Value,3.03,2.50,1.95,1.93,1.95,1.33,1.34,1.69,1.80,1.08
Price/Book Value Average,2.81,2.71,2.10,1.78,1.76,1.78,1.30,1.24,1.70,1.29
Price/Book Value High,3.15,2.96,2.41,2.02,2.00,2.07,1.47,1.76,1.97,1.71
Price/Book Value Low,2.41,2.30,1.80,1.43,1.57,1.24,1.04,0.58,1.45,0.93
Price/Tangible Book Value,-23.29,-2.99,-3.18,-4.74,-9.33,-13.06,-25.99,-91.43,19.67,26.73
Price/Tangible Book Value Average,-21.56,-3.24,-3.44,-4.39,-8.44,-17.42,-25.20,-67.33,18.49,32.05
Price/Tangible Book Value High,-24.18,-3.54,-3.94,-4.97,-9.56,-20.31,-28.59,-95.59,21.43,42.49
Price/Tangible Book Value Low,-18.51,-2.75,-2.95,-3.53,-7.53,-12.17,-20.31,-31.40,15.82,22.94
Price/Sales,1.32,1.20,1.04,1.23,1.40,1.01,1.16,1.60,1.54,0.95
Price/Sales Average,1.22,1.30,1.13,1.14,1.27,1.34,1.13,1.18,1.45,1.14
Price/Sales High,1.37,1.42,1.29,1.29,1.44,1.56,1.28,1.68,1.68,1.51
Price/Sales Low,1.05,1.10,0.97,0.92,1.13,0.94,0.91,0.55,1.24,0.82
Price/Cash Flow,9.49,8.16,6.25,8.00,8.10,6.62,7.16,9.34,9.97,10.32
Price/Cash Flow Average,8.78,8.83,6.76,7.40,7.33,8.83,6.94,6.88,9.38,12.37
Price/Cash Flow High,9.85,9.65,7.73,8.38,8.30,10.29,7.87,9.76,10.87,16.40
Price/Cash Flow Low,7.54,7.50,5.79,5.96,6.53,6.17,5.59,3.21,8.02,8.86
Price/Free Cash Flow,7.01,5.79,4.49,5.55,5.87,4.99,5.63,7.45,7.47,6.36
Price/Free Cash Flow Average,6.48,6.26,4.85,5.14,5.31,6.66,5.45,5.48,7.02,7.63
Price/Free Cash Flow High,7.27,6.84,5.55,5.81,6.02,7.76,6.19,7.79,8.14,10.11
Price/Free Cash Flow Low,5.57,5.32,4.16,4.13,4.74,4.65,4.40,2.56,6.01,5.46
EV/Sales,1.74,1.97,1.75,1.94,2.06,1.59,1.76,2.21,1.93,1.36
EV/Sales Average,1.64,2.07,1.83,1.85,1.93,1.92,1.72,1.79,1.84,1.54
EV/Sales High,1.79,2.19,1.99,2.00,2.09,2.14,1.87,2.29,2.06,1.90
EV/Sales Low,1.47,1.88,1.67,1.63,1.79,1.52,1.51,1.16,1.64,1.23
EV/EBITDA,6.87,11.13,7.88,8.63,9.19,7.58,8.49,11.24,10.17,8.88
EV/EBITDA Average,6.48,11.68,8.26,8.22,8.60,9.17,8.32,9.09,9.70,10.06
EV/EBITDA High,7.06,12.36,8.99,8.89,9.35,10.22,9.05,11.61,10.86,12.39
EV/EBITDA Low,5.81,10.58,7.54,7.24,8.00,7.26,7.28,5.88,8.65,8.03
EV/EBIT,8.40,15.17,10.75,12.08,12.67,10.59,12.46,17.13,13.94,12.57
EV/EBIT Average,7.93,15.93,11.27,11.52,11.85,12.81,12.21,13.86,13.30,14.25
EV/EBIT High,8.64,16.85,12.27,12.44,12.88,14.27,13.27,17.70,14.89,17.54
EV/EBIT Low,7.11,14.43,10.28,10.14,11.02,10.14,10.68,8.97,11.85,11.37
Last Price,79.90,76.58,67.80,75.21,92.64,72.30,78.35,100.27,119.70,81.44
High Price,82.96,90.55,83.90,78.79,94.96,112.45,86.18,104.83,130.47,129.48
Low Price,63.48,70.38,62.84,56.03,74.78,67.40,61.22,34.44,96.27,69.91
Enterprise Value,16278,18798,16848,17506,19670,16123,16307,18762,20221,14416
Enterprise Value Average,15371,19733,17660,16687,18411,19502,15984,15172,19297,16342
Enterprise Value High,16745,20875,19227,18031,20002,21735,17372,19381,21610,20123
Enterprise Value Low,13775,17877,16115,14697,17117,15438,13977,9818,17200,13046
