,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,1077,1137,1048,1218,-313,681,2213,1355,1197,-7297
+ Depreciation & Amortization,1466,1886,2039,2095,2240,4686,4200,4315,5083,21354
+ Non-Cash Items,263,-120,95,138,1597,144,-41,168,-245,1229
+ Stock-Based Compensation,190,78,35,69,39,80,142,110,178,412
+ Deferred Income Taxes,83,-181,2,-27,-199,-131,-504,-186,-511,-2842
+ Asset Impairment Charge,0,0,0,62,1327,0,155,124,0,0
+ Other Non-Cash Adj,-10,-17,58,34,430,195,166,120,88,3659
+ Chg in Non-Cash Work Cap,-1521,-1585,-1905,-2078,-1895,-2935,-2973,-3099,-3237,-10982
+ (Inc) Dec in Accts Receiv,-125,46,-108,-56,-238,-27,-3,105,47,181
+ (Inc) Dec in Inventories,0,0,0,0,0,0,0,0,0,0
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,106,138,11,-12,265,-74,122,-131,185,-12562
+ Inc (Dec) in Other,-1502,-1769,-1808,-2010,-1922,-2834,-3092,-3073,-3469,1399
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,1285,1318,1277,1373,1629,2576,3399,2739,2798,4304
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-115,-120,-103,-88,-135,-147,-289,-402,-373,-987
+ Acq of Fixed Prod Assets,-115,-120,-103,-88,-135,-147,-289,-402,-373,-987
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,-55,-180,-220,-272,-545,-63,-75,-96,226,1058
+ Dec in LT Investment,0,0,0,0,0,0,179,154,599,1058
+ Inc in LT Investment,-55,-180,-220,-272,-545,-63,-254,-250,-373,0
+ Net Cash From Acq & Div,-1861,-327,-19,19,-31,-8458,-202,-151,-2,3444
+ Cash from Divestitures,28,45,61,19,29,107,125,69,0,3612
+ Cash for Acq of Subs,-1889,-372,-80,0,-60,-8565,-327,-220,-2,-168
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,44,59,41,85,78,75,128,-54,93,9
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-1987,-568,-301,-256,-633,-8593,-438,-703,-56,3524
+ Dividends Paid,0,0,0,0,0,0,0,0,0,0
+ Net Cash From Debt,1154,434,811,248,6680,-244,-1460,-214,-574,-7317
+ Cash From Debt,1186,453,1952,1111,7838,2022,1479,2479,0,2393
+ Repayments of Debt,-32,-19,-1141,-863,-1158,-2266,-2939,-2693,-574,-9710
+ Cash (Repurchase) of Equity,-976,-1378,-951,-1385,-529,0,-633,-969,0,0
+ Increase in Capital Stock,73,44,0,46,74,0,0,0,0,0
+ Decrease in Capital Stock,-1049,-1422,-951,-1431,-603,0,-633,-969,0,0
+ Other Financing Activities,-263,210,-762,-40,-200,-39,-264,-366,-279,-425
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-85,-734,-902,-1177,5951,-283,-2357,-1549,-853,-7742
Effect of Foreign Exchange Rates,-6,-57,-51,-30,62,-23,-38,83,-106,-61
Net Changes in Cash,-787,16,74,-60,6947,-6300,604,487,1889,86
EBITDA,3461,4006,4091,4148,4359,7286,7390,7045,7056,17858
EBITDA Margin (%),62.53,63.94,63.98,63.84,63.42,69.04,66.31,66.02,57.88,52.81
Net Cash Paid for Acquisitions,1861,327,19,-19,31,8458,202,151,2,-3444
Free Cash Flow,1170,1198,1174,1285,1494,2429,3110,2337,2425,3317
Free Cash Flow to Firm,1360,1411,1396,1542,0,2915,3763,2845,2954,0
Free Cash Flow to Equity,2324,1396,1985,1128,8284,2025,1132,1995,1741,-4049
Free Cash Flow per Basic Share,3.54,2.64,2.72,3.20,3.89,4.88,5.88,4.63,4.12,1.71
Price/Free Cash Flow,23.84,16.83,12.63,11.44,7.31,6.23,6.32,6.38,5.12,3.48
Cash Flow to Net Income,1.20,1.16,1.24,1.15,-4.83,4.34,1.64,2.25,2.78,-0.58
