,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,2547,2778,2834,2892,2906,2854,2852,2849,2741,2614
Diluted Weighted Avg Shares,2517,2664,2853,2925,2956,2921,2876,2888,2859,2702
Basic Weighted Avg Shares,2420,2614,2803,2863,2901,2890,2854,2851,2815,2687
Revenue per Share,3.25,4.77,6.40,9.65,14.01,19.32,24.77,30.15,41.89,43.40
EBITDA per Share,1.58,2.39,2.91,5.16,8.01,10.11,10.42,13.87,19.44,14.00
Operating Income per Share,1.16,1.91,2.22,4.34,6.96,8.62,8.40,11.46,16.61,10.77
"Basic EPS, GAAP",0.62,1.12,1.32,3.57,5.49,7.65,6.48,10.22,13.99,8.63
Basic EPS from Cont Ops,0.62,1.12,1.32,3.57,5.49,7.65,6.48,10.22,13.99,8.63
"Diluted EPS, GAAP",0.60,1.10,1.29,3.49,5.39,7.57,6.43,10.09,13.77,8.59
Diluted EPS from Cont Ops,0.60,1.10,1.29,3.49,5.39,7.57,6.43,10.09,13.77,8.59
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,1.74,2.09,3.07,5.63,8.35,10.13,12.72,13.59,20.49,18.78
Free Cash Flow per Basic Share,1.18,1.39,2.17,4.06,6.03,5.31,7.43,8.29,13.90,7.09
Cash & Equivalents per Share,4.50,4.03,6.50,10.18,14.35,14.41,19.23,21.75,17.51,15.58
Book Value per Share,6.07,13.08,15.76,20.71,25.66,29.74,35.60,44.70,45.81,49.44
Tangible Book Value per Share,5.40,5.11,8.10,13.33,18.67,22.61,28.56,38.12,38.32,39.98
