,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),17.53,11.36,9.11,19.54,23.70,27.73,19.83,25.47,31.13,18.21
Return on Assets (%),9.09,10.12,8.23,17.87,21.32,24.32,16.02,19.92,24.21,13.19
Return on Capital (%),15.35,11.25,9.10,19.54,23.71,27.66,18.76,23.30,28.38,15.54
Return on Invested Capital (%),10.18,11.46,9.20,19.60,23.39,27.27,18.17,22.72,27.72,15.82
Gross Margin (%),76.18,82.73,84.01,86.29,86.58,83.25,81.94,80.58,80.79,78.35
EBITDA Margin (%),48.46,50.03,45.57,53.44,57.14,52.34,42.05,45.99,46.40,32.27
Operating Margin (%),35.62,40.06,34.72,44.96,49.70,44.62,33.93,38.01,39.65,24.82
Incremental Operating Margin (%),81.42,47.67,22.54,63.87,59.75,31.02,-6.24,56.88,44.06,1349.17
Pretax Margin (%),34.98,39.39,34.55,45.29,50.66,45.42,35.10,38.60,40.10,24.71
Profit Margin (%),19.05,23.58,20.57,36.97,39.20,39.60,26.15,33.90,33.38,19.90
Net Income to Common Margin (%),19.05,23.58,20.57,36.97,39.20,39.60,26.15,33.90,33.38,19.90
Effective Tax Rate (%),45.53,40.12,40.46,18.38,22.63,12.81,25.50,12.16,16.74,19.50
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),17.53,11.36,9.11,19.54,23.70,27.73,19.83,25.47,31.13,18.21
