,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,133523,100238,110339,111613,159533,191931,299927,353934,353770,332430
- Cash & Cash Equivalents,3599,5137,5747,6721,5933,6682,6988,10113,7421,7008
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,11,34,34,28,100,94,98,126,100,79
+ Total Debt,0,1494,3287,5180,5424,6334,8527,12672,13901,14023
Enterprise Value,127239,95461,106922,108486,157275,189981,300876,356136,359877,339124
Total Capital,10132,14697,19543,24626,27888,33711,42609,51545,59649,67709
Total Debt/Capital (%),0,10.17,16.82,21.03,19.45,18.79,20.01,24.58,23.30,20.71
Total Debt / EV,0,0.02,0.03,0.05,0.03,0.03,0.03,0.04,0.04,0.04
EV/Sales,15.25,10.08,11.06,10.07,12.59,12.71,17.82,23.28,19.06,15.25
EV/EBITDA,26.20,17.59,19.42,17.36,22.23,21.42,29.54,40.78,33.01,25.36
EV/EBIT,27.67,18.70,20.81,18.46,23.70,22.59,31.13,43.68,35.37,26.87
EV/Cash Flow to Firm,30.70,27.74,26.14,23.83,27.85,29.80,35.95,47.25,36.62,29.25
EV/Free Cash Flow to Firm,29.59,26.40,25.06,22.76,26.44,28.34,34.22,45.21,35.17,28.18
Diluted Market Cap,1012460,101668,112415,113678,162258,194910,304270,357683,358102,337646
Diluted Enterprise Value,1008872,98059,109989,112165,161849,194656,305907,360368,364682,344740
EV per Share,79.41,82.83,95.81,100.36,149.22,184.27,298.66,357.76,367.22,354.73
TTM Sales,8346,9473,9667,10776,12497,14950,16883,15301,18884,22237
TTM EBITDA,4856,5427,5505,6251,7074,8869,10186,8734,10902,13370
TTM Operating Income,4598,5106,5139,5878,6637,8410,9664,8154,10176,12620
TTM Cash Flow to Firm,4145,3441,4090,4552,5647,6374,8370,7538,9826,11594
TTM Free Cash Flow to Firm,4300,3616,4267,4767,5947,6704,8792,7877,10233,12036
