,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,0,1494,3287,5180,5424,6334,8527,12672,13901,14023
ST Debt,0,0,0,0,0,500,0,649,792,274
LT Debt,0,1494,3287,5180,5424,5834,8527,12023,13109,13749
Total Debt/EBITDA,0,0.28,0.60,0.83,0.77,0.71,0.84,1.45,1.28,1.05
Net Debt/EBITDA,-0.74,-0.67,-0.45,-0.25,-0.07,-0.04,0.15,0.29,0.59,0.52
Total Debt/EBIT,0,0.29,0.64,0.88,0.82,0.75,0.88,1.55,1.37,1.11
Net Debt/EBIT,-0.78,-0.71,-0.48,-0.26,-0.08,-0.04,0.16,0.31,0.64,0.56
EBITDA to Interest Expense,346.86,113.06,90.25,65.80,45.94,47.68,45.47,22.98,25.29,28.39
EBITDA-CapEx/Interest Expense,335.79,109.42,87.34,63.54,43.99,45.91,43.59,22.09,24.35,27.45
EBIT to Interest Expense,328.43,106.38,84.25,61.87,43.10,45.22,43.14,21.46,23.61,26.79
Interest Expense,14,48,61,95,154,186,224,380,431,471
Common Equity/Total Assets,71.06,85.91,99.71,103.98,104.85,109.75,116.24,115.37,121.18,138.43
Long-Term Debt/Equity (%),0,21.89,54.22,91.13,97.41,106.29,142.33,184.49,176.86,215.60
Long-Term Debt/Capital (%),0,10.17,16.82,21.03,19.45,17.31,20.01,23.33,21.98,20.31
Long-Term Debt/Total Assets (%),0,9.75,20.20,27.74,25.43,23.47,29.17,35.80,34.80,35.51
Total Debt/Equity (%),0,21.89,54.22,91.13,97.41,115.39,142.33,194.45,187.55,219.90
Total Debt/Capital (%),0,10.17,16.82,21.03,19.45,18.79,20.01,24.58,23.30,20.71
Total Debt/Total Assets (%),0,9.75,20.20,27.74,25.43,25.48,29.17,37.73,36.90,36.21
Net Debt to Equity,-48.02,-53.39,-40.58,-27.11,-9.14,-6.34,25.69,39.27,87.43,110.00
Net Debt/Capital (%),-55.09,-38.11,-17.83,-8.61,-2.32,-1.29,4.32,6.18,12.41,11.56
EBITDA,4856,5427,5505,6251,7074,8869,10186,8734,10902,13370
EBITDA-CapEx,4701,5252,5328,6036,6774,8539,9764,8395,10495,12928
Operating Income (Loss),4598,5106,5139,5878,6637,8410,9664,8154,10176,12620
