,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,18.31,31.80,17.79,24.92,19.25,22.87,17.85,52.55,21.20,30.94
Price/Earnings Average,18.37,27.72,18.43,25.30,19.26,21.25,17.67,50.94,20.07,31.33
Price/Earnings High,19.99,32.77,22.17,28.18,21.01,24.26,19.15,60.23,21.92,34.95
Price/Earnings Low,17.00,25.17,16.14,22.53,17.42,19.11,16.22,36.05,17.31,25.16
Price/Book Value,20.64,29.75,19.36,22.78,19.53,20.11,16.20,28.17,24.67,28.76
Price/Book Value Average,20.71,25.93,20.06,23.13,19.54,18.68,16.02,27.31,23.36,29.13
Price/Book Value High,22.54,30.66,24.13,25.75,21.32,21.33,17.37,32.29,25.52,32.49
Price/Book Value Low,19.16,23.55,17.57,20.59,17.68,16.80,14.71,19.33,20.15,23.39
Price/Tangible Book Value,1.95,2.44,2.12,2.51,2.64,2.55,2.49,2.49,2.70,2.58
Price/Tangible Book Value Average,1.95,2.12,2.20,2.55,2.64,2.37,2.47,2.42,2.55,2.61
Price/Tangible Book Value High,2.13,2.51,2.64,2.84,2.88,2.71,2.67,2.86,2.79,2.92
Price/Tangible Book Value Low,1.81,1.93,1.92,2.27,2.39,2.13,2.26,1.71,2.20,2.10
Price/Sales,1.98,2.50,2.14,2.36,2.50,2.49,2.64,2.80,3.21,2.76
Price/Sales Average,1.99,2.18,2.21,2.39,2.50,2.31,2.61,2.71,3.04,2.79
Price/Sales High,2.17,2.58,2.66,2.67,2.73,2.64,2.83,3.20,3.32,3.11
Price/Sales Low,1.84,1.98,1.94,2.13,2.26,2.08,2.40,1.92,2.62,2.24
Price/Cash Flow,7.66,9.09,7.50,7.89,8.88,8.48,8.06,7.54,9.72,13.38
Price/Cash Flow Average,7.69,7.93,7.78,8.01,8.88,7.89,7.98,7.31,9.20,13.55
Price/Cash Flow High,8.37,9.37,9.35,8.92,9.69,9.00,8.65,8.64,10.05,15.11
Price/Cash Flow Low,7.11,7.20,6.81,7.13,8.03,7.09,7.32,5.17,7.94,10.88
Price/Free Cash Flow,4.10,5.00,3.73,3.65,4.01,3.68,3.42,3.56,4.48,4.59
Price/Free Cash Flow Average,4.12,4.36,3.86,3.70,4.01,3.42,3.39,3.45,4.24,4.64
Price/Free Cash Flow High,4.48,5.16,4.65,4.13,4.38,3.90,3.67,4.08,4.63,5.18
Price/Free Cash Flow Low,3.81,3.96,3.38,3.30,3.63,3.07,3.11,2.44,3.65,3.73
EV/Sales,3.59,4.20,3.92,4.59,4.79,4.90,5.26,5.72,6.07,5.54
EV/Sales Average,3.60,3.88,4.00,4.62,4.79,4.72,5.24,5.64,5.90,5.58
EV/Sales High,3.78,4.27,4.45,4.90,5.02,5.05,5.46,6.15,6.18,5.90
EV/Sales Low,3.45,3.68,3.73,4.36,4.56,4.48,5.02,4.81,5.48,5.03
EV/EBITDA,10.25,11.37,10.16,11.33,11.21,12.17,12.13,12.41,13.38,13.00
EV/EBITDA Average,10.28,10.50,10.35,11.42,11.21,11.72,12.07,12.21,13.00,13.08
EV/EBITDA High,10.78,11.58,11.50,12.10,11.74,12.55,12.58,13.33,13.62,13.84
EV/EBITDA Low,9.85,9.96,9.65,10.76,10.65,11.13,11.57,10.42,12.08,11.79
EV/EBIT,16.38,18.86,16.88,19.57,18.72,23.21,23.14,24.72,26.64,24.82
EV/EBIT Average,16.42,17.42,17.21,19.72,18.72,22.35,23.02,24.34,25.89,24.98
EV/EBIT High,17.22,19.21,19.13,20.90,19.61,23.94,23.99,26.56,27.12,26.42
EV/EBIT Low,15.74,16.52,16.04,18.59,17.79,21.22,22.07,20.77,24.05,22.51
Last Price,69.11,84.70,72.19,77.62,84.11,86.12,90.79,90.56,104.79,102.99
High Price,75.46,87.29,89.97,87.75,91.80,91.35,97.37,103.79,108.38,116.33
Low Price,64.16,67.05,65.50,70.16,76.14,71.96,82.46,62.13,85.56,83.76
Enterprise Value,88420,100405,92056,104332,112959,120123,132022,136640,152256,159443
Enterprise Value Average,88638,92716,93851,105157,112985,115698,131317,134506,147975,160448
Enterprise Value High,92947,102236,104288,111423,118342,123925,136845,146814,155016,169715
Enterprise Value Low,84969,87926,87453,99110,107380,109829,125916,114777,137468,144636
