,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.47,0.39,1.88,1.00,0.48,0.41,0.46,0.58,0.71,0.44
Current Ratio,2.73,2.56,4.03,2.90,2.22,2.30,2.30,2.14,2.31,2.05
Quick Ratio,1.70,1.68,2.87,1.97,1.52,1.49,1.40,1.27,1.56,1.30
CFO/Avg Current Liab,0.91,0.74,0.52,-0.36,0.56,0.65,0.50,0.40,0.44,0.46
Common Equity/Total Assets,73.65,75.96,62.80,62.27,61.16,62.96,57.76,54.92,55.44,56.92
Long-Term Debt/Equity (%),57.41,48.10,94.79,129.62,124.93,109.19,138.83,198.47,148.22,109.30
Long-Term Debt/Capital (%),26.61,24.22,38.07,41.78,39.64,38.76,42.82,44.55,44.11,39.26
Long-Term Debt/Total Assets (%),26.75,24.32,39.76,45.23,41.58,39.98,43.90,47.82,44.68,37.49
Total Debt/Equity (%),57.41,48.19,99.04,131.35,131.06,109.57,141.42,217.46,151.89,112.11
Total Debt/Capital (%),26.61,24.26,39.78,42.34,41.59,38.89,43.62,48.81,45.20,40.27
Total Debt/Total Assets (%),26.75,24.36,41.54,45.83,43.62,40.12,44.72,52.40,45.78,38.46
CFO/Total Liabilities,28.49,25.48,13.55,-9.69,14.75,19.11,14.09,11.98,12.26,14.67
CFO/CapEx,1.52,1.24,1.33,-2.13,1.80,1.56,1.60,2.58,2.39,2.22
Altman's Z-Score,4.47,4.31,2.86,2.51,3.76,6.43,6.10,2.03,2.92,3.88
