,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,42790,33521,29215,46842,42664,23047,21564,16921,20393,35494
- Cash & Cash Equivalents,2356,2291,10077,4009,2337,2008,2268,2563,3044,2346
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,34,31,33,39,27,22,13,9,15,29
+ Total Debt,7816,7854,15346,12377,10942,10457,11349,10836,10219,8943
Enterprise Value,48284,39115,34517,55249,51296,31518,30658,25203,27583,42120
Total Capital,29372,32373,38580,29231,26310,26889,26020,22202,22609,22208
Total Debt/Capital (%),26.61,24.26,39.78,42.34,41.59,38.89,43.62,48.81,45.20,40.27
Total Debt / EV,0.16,0.20,0.44,0.22,0.21,0.33,0.37,0.43,0.37,0.21
EV/Sales,1.64,1.19,1.46,3.48,2.49,1.31,1.37,1.74,1.80,2.08
EV/EBITDA,9.58,5.42,20.67,0,17.58,1.23,1.28,0,10.29,11.55
EV/EBIT,15.39,7.67,0,0,37.66,1.31,1.37,0,15.53,15.56
EV/Cash Flow to Firm,10.27,9.01,10.71,0,24.69,8.60,10.16,10.76,11.21,16.68
EV/Free Cash Flow to Firm,6.32,5.13,6.38,0,14.87,5.54,6.74,8.21,8.46,11.91
Diluted Market Cap,45461,33680,29113,46571,42517,23205,21490,16845,20302,35730
Diluted Enterprise Value,50955,39274,34415,54978,51149,31676,30584,25127,27492,42356
EV per Share,56.87,46.13,40.32,63.80,58.76,36.19,34.92,28.48,30.78,46.70
TTM Sales,29402,32870,23633,15887,20620,23995,22408,14445,15295,20297
TTM EBITDA,5038,7223,1670,-5275,2918,25601,24033,-1378,2680,3647
TTM Operating Income,3138,5097,-165,-6778,1362,23995,22408,-2436,1776,2707
TTM Cash Flow to Firm,4700,4341,3222,-1220,2078,3663,3018,2342,2461,2525
TTM Free Cash Flow to Firm,7634,7624,5406,-422,3451,5689,4548,3070,3260,3536
