,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,243,243,243,243,243,245,246,253,258,262
Diluted Weighted Avg Shares,245,244,244,243,244,246,247,249,258,260
Basic Weighted Avg Shares,243,243,243,243,243,244,246,247,256,258
Revenue per Share,24.06,24.95,25.14,25.05,25.46,25.80,24.06,23.46,24.95,30.79
EBITDA per Share,7.92,8.43,8.79,9.50,9.93,9.80,9.56,9.93,10.18,11.43
Operating Income per Share,4.88,5.17,5.19,5.69,6.01,5.57,5.16,5.26,5.20,5.86
"Basic EPS, GAAP",1.19,2.42,2.60,2.69,2.16,3.34,3.37,3.53,3.86,4.16
Basic EPS from Cont Ops,2.14,2.44,2.41,2.72,2.18,3.37,3.40,3.55,3.88,4.18
"Diluted EPS, GAAP",1.18,2.40,2.59,2.68,2.14,3.32,3.35,3.50,3.84,4.14
Diluted EPS from Cont Ops,2.12,2.43,2.40,2.71,2.17,3.34,3.38,3.53,3.86,4.16
Dividend per Share,1.60,1.61,1.66,1.71,1.78,1.85,1.92,2.00,2.20,2.36
Cash Flow per Share,6.98,6.39,8.31,8.75,8.67,8.90,8.84,6.99,6.48,8.76
Free Cash Flow per Basic Share,6.79,6.09,8.10,8.52,8.41,8.69,8.71,6.72,-7.26,-4.32
Cash & Equivalents per Share,0.12,0.02,1.20,0.04,0.04,0.07,0.06,0.55,0.03,0.95
Book Value per Share,3.75,4.55,5.49,6.47,6.85,8.29,9.68,10.90,12.36,13.93
Tangible Book Value per Share,25.77,26.56,27.52,28.17,28.50,30.11,31.64,34.22,36.55,39.03
