,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,1808,633,614,694,1269,1344,977,1264,1495,962
+ Depreciation & Amortization,532,503,534,517,481,516,484,479,467,478
+ Non-Cash Items,-784,408,276,194,-290,-275,-173,15,-263,225
+ Stock-Based Compensation,34,37,51,63,66,59,56,76,68,96
+ Deferred Income Taxes,317,-300,-169,-44,88,23,12,69,125,-46
+ Asset Impairment Charge,0,0,0,0,0,0,0,0,0,0
+ Other Non-Cash Adj,-1135,671,394,175,-444,-357,-241,-130,-456,175
+ Chg in Non-Cash Work Cap,251,249,267,223,186,-49,-112,228,2,-14
+ (Inc) Dec in Accts Receiv,-46,131,-127,21,-57,76,-145,75,-9,-257
+ (Inc) Dec in Inventories,116,-30,-42,7,80,-86,2,-54,-135,-411
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,56,153,488,142,174,115,-9,-9,194,411
+ Inc (Dec) in Other,125,-5,-52,53,-11,-154,40,216,-48,243
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,1807,1793,1691,1628,1646,1536,1176,1986,1701,1651
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-637,-582,-553,-507,-501,-578,-586,-505,-553,-488
+ Acq of Fixed Prod Assets,-637,-582,-553,-507,-501,-578,-586,-505,-553,-488
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,0,0,0,-2,-7,-8,64,-66,11,2
+ Dec in LT Investment,0,0,0,0,0,0,83,269,72,19
+ Inc in LT Investment,0,0,0,-2,-7,-8,-19,-335,-61,-17
+ Net Cash From Acq & Div,-6,-6,-617,-373,-592,-417,1324,-7,-10,0
+ Cash from Divestitures,0,0,0,27,0,0,1332,0,0,0
+ Cash for Acq of Subs,-6,-6,-617,-400,-592,-417,-8,-7,-10,0
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,2,15,43,-11,6,55,-28,-7,24,38
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-641,-573,-1127,-893,-1094,-948,774,-585,-528,-448
+ Dividends Paid,-653,-680,-700,-716,-736,-762,-769,-782,-788,-797
+ Net Cash From Debt,-443,81,181,132,551,197,-917,-640,-323,-272
+ Cash From Debt,645,1041,1070,2657,1421,1055,142,601,361,376
+ Repayments of Debt,-1088,-960,-889,-2525,-870,-858,-1059,-1241,-684,-648
+ Cash (Repurchase) of Equity,-69,-473,-470,-58,-419,-153,-156,112,-177,-23
+ Increase in Capital Stock,475,217,261,368,97,167,64,112,63,277
+ Decrease in Capital Stock,-544,-690,-731,-426,-516,-320,-220,0,-240,-300
+ Other Financing Activities,24,9,283,0,0,152,-63,-78,-18,11
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-1141,-1063,-706,-642,-604,-566,-1905,-1388,-1306,-1081
Effect of Foreign Exchange Rates,-33,13,-50,-64,53,18,31,25,-16,-109
Net Changes in Cash,25,157,-142,93,-52,22,45,13,-133,122
EBITDA,3369,1527,1625,1912,2427,2222,1885,2240,2219,2113
EBITDA Margin (%),22.78,10.47,12.01,14.69,18.78,16.40,13.88,16.27,15.65,13.80
Net Cash Paid for Acquisitions,6,6,617,373,592,417,-1324,7,10,0
Free Cash Flow,1170,1211,1138,1121,1145,958,590,1481,1148,1163
Free Cash Flow to Firm,1334,1373,1318,1425,1346,1206,804,1705,1317,1337
Free Cash Flow to Equity,727,1292,1319,1253,1696,1155,-327,841,825,891
Free Cash Flow per Basic Share,3.22,3.38,3.21,3.20,3.31,2.76,1.73,4.32,3.36,3.40
Price/Free Cash Flow,9.15,10.10,11.61,12.22,10.94,9.42,13.38,8.51,9.75,11.46
Cash Flow to Net Income,1.00,2.84,2.75,2.35,1.30,1.15,1.23,1.59,1.14,1.72
