,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),0,0,0,0,0,0,0,0,0,0
Return on Assets (%),3.21,3.97,2.84,3.31,3.87,3.73,4.98,3.76,4.38,2.58
Return on Capital (%),9.55,10.06,7.79,8.94,10.02,0,0,7.18,7.39,5.54
Return on Invested Capital (%),7.06,7.49,6.13,6.31,7.08,0,0,6.74,5.51,3.83
Gross Margin (%),74.47,73.36,72.61,69.10,69.18,70.73,70.76,72.30,71.34,69.53
EBITDA Margin (%),59.93,60.75,60.74,58.40,55.74,53.98,59.16,59.18,58.40,53.28
Operating Margin (%),36.12,36.27,33.80,32.03,29.99,25.60,35.47,35.91,33.47,21.96
Incremental Operating Margin (%),19.48,36.91,18.75,23.69,16.55,-12.03,558.77,43.17,18.59,-57.58
Pretax Margin (%),16.12,21.11,17.39,19.46,18.85,15.52,25.28,22.65,30.24,16.06
Profit Margin (%),16.40,20.12,14.36,16.53,18.59,16.62,24.90,21.02,27.44,16.49
Net Income to Common Margin (%),16.40,19.54,12.47,14.68,17.28,16.49,24.90,21.02,27.44,16.49
Effective Tax Rate (%),10.99,7.22,19.03,13.81,2.44,0,0,7.12,9.25,1.39
Dvd Payout Ratio (%),105.23,52.37,124.01,101.02,95.78,103.85,82.40,113.93,88.45,161.61
Sustainable Growth Rate (%),0,0,0,0,0,0,0,0,0,0
