,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,14478,14609,17119,18533,20205,21160,31060,36712,52009,47051
ST Debt,70,898,50,239,775,2755,3423,1330,5281,5303
LT Debt,14408,13711,17069,18295,19430,18405,27638,35382,46727,41748
Total Debt/EBITDA,7.19,5.87,5.91,5.49,5.44,5.27,6.93,7.71,9.52,8.24
Net Debt/EBITDA,7.04,5.74,5.80,5.25,5.22,4.97,5.03,5.79,7.56,6.42
Total Debt/EBIT,11.92,9.82,10.61,10.00,10.11,11.11,11.55,12.71,16.61,20.00
Net Debt/EBIT,11.68,9.61,10.42,9.58,9.71,10.47,8.39,9.54,13.19,15.58
EBITDA to Interest Expense,4.62,4.37,4.96,4.70,4.95,4.86,5.51,6.00,6.27,5.02
EBITDA-CapEx/Interest Expense,2.96,2.66,3.71,3.75,3.88,3.76,4.29,4.70,4.69,3.37
EBIT to Interest Expense,2.78,2.61,2.76,2.58,2.66,2.31,3.30,3.64,3.60,2.07
Interest Expense,436,570,585,718,751,826,814,794,871,1137
Common Equity/Total Assets,-5.32,-3.91,-3.70,-3.47,-3.17,-3.62,-2.37,-2.83,-1.63,-3.12
Long-Term Debt/Equity (%),401.34,338.27,254.27,226.77,244.27,266.57,419.58,740.13,515.21,336.45
Long-Term Debt/Capital (%),107.07,98.82,105.45,97.50,93.13,85.47,87.52,98.12,85.18,80.61
Long-Term Debt/Total Assets (%),71.07,64.28,63.44,59.25,58.50,55.76,64.57,74.91,66.86,62.13
Total Debt/Equity (%),403.29,360.41,255.02,229.73,254.01,306.47,471.55,767.95,573.44,379.18
Total Debt/Capital (%),107.59,105.29,105.76,98.77,96.84,98.27,98.36,101.81,94.80,90.85
Total Debt/Total Assets (%),71.42,68.48,63.63,60.02,60.83,64.10,72.57,77.72,74.42,70.02
Net Debt to Equity,395.11,352.68,250.24,219.97,243.93,288.96,342.41,576.12,455.41,295.30
Net Debt/Capital (%),107.76,105.41,105.88,98.72,96.71,98.16,74.98,80.26,78.07,73.63
EBITDA,2014,2491,2898,3379,3714,4016,4484,4759,5465,5707
EBITDA-CapEx,1290,1516,2169,2696,2911,3103,3493,3727,4088,3834
Operating Income (Loss),1214,1487,1613,1853,1998,1905,2688,2888,3132,2352
