,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,395,397,424,427,429,441,443,444,456,466
Diluted Weighted Avg Shares,399,400,423,429,432,443,446,446,453,463
Basic Weighted Avg Shares,395,396,419,425,428,440,442,444,451,462
Revenue per Share,8.51,10.35,11.39,13.61,15.56,16.92,17.14,18.13,20.72,23.21
EBITDA per Share,5.10,6.29,6.92,7.95,8.67,9.13,10.14,10.73,12.10,12.37
Operating Income per Share,3.07,3.76,3.85,4.36,4.67,4.33,6.08,6.51,6.94,5.10
"Basic EPS, GAAP",1.40,2.02,1.42,2.00,2.69,2.79,4.27,3.81,5.69,3.83
Basic EPS from Cont Ops,1.22,2.03,1.60,2.28,2.86,2.88,4.33,3.81,5.69,3.68
"Diluted EPS, GAAP",1.38,2.00,1.41,1.98,2.67,2.77,4.24,3.79,5.66,3.82
Diluted EPS from Cont Ops,1.21,2.01,1.59,2.26,2.84,2.86,4.30,3.79,5.66,3.67
Dividend per Share,1.10,1.06,1.90,2.34,2.72,3.05,3.62,4.35,5.03,5.70
Cash Flow per Share,4.05,5.39,5.21,6.36,6.83,8.53,8.48,8.75,10.68,8.01
Free Cash Flow per Basic Share,2.21,2.93,3.47,4.75,4.96,6.45,6.24,6.42,7.63,3.95
Cash & Equivalents per Share,0.79,0.81,0.76,1.85,1.87,2.74,3.39,3.93,4.28,4.36
Book Value per Share,-2.73,-2.10,-2.35,-2.51,-2.46,-2.71,-2.29,-3.01,-2.50,-4.50
Tangible Book Value per Share,-17.33,-17.28,-17.03,-19.38,-22.08,-22.16,-26.89,-36.78,-54.87,-39.80
