,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,2095,2096,2207,8186,5026,4452,4322,3693,3829,9819
ST Debt,0,350,0,1310,0,491,784,339,1018,259
LT Debt,2095,1746,2207,6876,5026,3961,3538,3354,2811,9560
Total Debt/EBITDA,1.08,1.14,2.47,11.64,4.21,3.60,4.40,3.06,3.26,6.04
Net Debt/EBITDA,-0.83,-0.42,-4.23,5.60,2.72,2.15,2.08,2.21,1.57,5.55
Total Debt/EBIT,1.44,1.50,3.72,47.32,10.79,7.17,6.96,3.49,3.70,7.58
Net Debt/EBIT,-1.11,-0.56,-6.37,22.77,6.98,4.29,3.29,2.52,1.78,6.95
EBITDA to Interest Expense,23.14,23.29,11.89,3.38,4.66,5.94,5.01,8.38,9.33,4.05
EBITDA-CapEx/Interest Expense,20.05,18.47,8.27,3.04,4.11,4.95,4.56,8.34,9.29,4.04
EBIT to Interest Expense,17.30,17.73,7.91,0.83,1.82,2.99,3.17,7.34,8.22,3.23
Interest Expense,84,79,75,208,256,208,196,144,126,401
Common Equity/Total Assets,-8.43,-1.99,31.05,19.12,31.84,36.05,0.34,-8.60,-1.28,13.89
Long-Term Debt/Equity (%),36.14,29.42,60.04,197.19,99.41,69.03,35380.00,0,0,434.55
Long-Term Debt/Capital (%),219.60,95.25,37.66,58.97,50.03,38.84,81.37,106.61,75.16,79.44
Long-Term Debt/Total Assets (%),15.47,13.19,18.76,37.83,31.89,24.85,45.74,52.73,40.49,59.95
Total Debt/Equity (%),36.14,35.32,60.04,234.76,99.41,77.59,43220.00,-738.60,-4117.20,446.32
Total Debt/Capital (%),219.60,114.35,37.66,70.20,50.03,43.66,99.40,117.39,102.38,81.59
Total Debt/Total Assets (%),15.47,15.84,18.76,45.04,31.89,27.93,55.88,58.06,55.15,61.57
Net Debt to Equity,-27.81,-13.11,-102.72,112.96,64.32,46.38,20440.00,-533.60,-1988.17,409.64
Net Debt/Capital (%),58.55,74.74,3095.08,53.13,39.32,31.66,94.15,120.56,99.78,79.87
EBITDA,1944,1840,892,703,1194,1236,982,1207,1176,1625
EBITDA-CapEx,1684,1459,620,633,1052,1029,893,1201,1170,1619
Operating Income (Loss),1453,1401,593,173,466,621,621,1057,1036,1296
