,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,19559,15338,6972,8807,17366,10427,14964,12235,9969,9350
- Cash & Cash Equivalents,2435,2182,2080,2453,2804,2215,2352,3482,2523,3650
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,317,240,134,100,131,-219,-202,-385,-622,-890
+ Total Debt,6588,7345,9213,10125,9629,9423,10563,13189,12050,13732
Enterprise Value,23854,20500,14123,16405,24154,17416,22974,21556,18874,18542
Total Capital,6972,7751,9403,10322,10395,10127,11005,11272,9141,10132
Total Debt/Capital (%),94.49,94.77,97.98,98.10,92.62,93.05,95.99,117.00,131.82,135.53
Total Debt / EV,0.28,0.36,0.65,0.62,0.40,0.54,0.46,0.61,0.64,0.74
EV/Sales,4.24,3.77,3.47,3.67,3.83,2.59,3.48,10.29,5.01,4.94
EV/EBITDA,14.21,12.89,14.24,16.72,14.75,9.56,15.08,0,50.71,45.26
EV/EBIT,18.25,16.06,21.10,28.46,22.26,13.70,25.57,0,0,0
EV/Cash Flow to Firm,12.04,14.49,16.31,13.10,9.69,8.97,19.72,0,49.25,31.52
EV/Free Cash Flow to Firm,9.54,6.88,5.05,6.54,6.99,4.75,10.25,0,24.01,18.67
Diluted Market Cap,19646,15412,6979,8811,17297,10408,14912,12105,9800,9370
Diluted Enterprise Value,24116,20815,14245,16584,24252,17397,22921,21426,18706,18563
EV per Share,235.73,202.10,139.05,161.15,234.49,162.41,213.98,199.80,163.11,163.55
TTM Sales,5621,5434,4076,4466,6306,6718,6611,2096,3764,3757
TTM EBITDA,1678,1591,992,981,1638,1822,1523,-439,372,410
TTM Operating Income,1307,1277,669,576,1085,1271,899,-1165,-344,-283
TTM Cash Flow to Firm,1981,1415,866,1252,2493,1941,1165,-338,383,588
TTM Free Cash Flow to Firm,2502,2979,2795,2508,3456,3670,2240,-48,786,993
