,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,25.73,19.84,17.99,17.35,20.71,27.42,25.72,22.71,17.55,10.48
Price/Earnings Average,25.64,17.81,17.03,16.97,17.40,33.06,22.03,19.00,18.06,16.08
Price/Earnings High,29.37,20.05,18.65,19.17,20.86,40.76,26.32,24.84,21.15,27.41
Price/Earnings Low,23.36,15.39,15.11,13.42,14.02,24.56,17.85,8.92,15.76,9.80
Price/Book Value,3.22,3.48,3.35,3.14,4.06,2.70,3.52,3.59,3.32,1.18
Price/Book Value Average,3.21,3.12,3.17,3.07,3.41,3.25,3.02,3.00,3.42,1.80
Price/Book Value High,3.67,3.51,3.47,3.47,4.09,4.01,3.61,3.92,4.00,3.08
Price/Book Value Low,2.92,2.70,2.81,2.43,2.75,2.42,2.45,1.41,2.98,1.10
Price/Tangible Book Value,-3.35,-4.34,-4.38,-6.68,-5.52,-3.39,-4.87,-6.33,-12.11,-3.52
Price/Tangible Book Value Average,-3.34,-3.90,-4.15,-6.53,-4.64,-4.08,-4.18,-5.30,-12.46,-5.41
Price/Tangible Book Value High,-3.83,-4.39,-4.54,-7.38,-5.56,-5.03,-4.99,-6.92,-14.59,-9.21
Price/Tangible Book Value Low,-3.04,-3.37,-3.68,-5.17,-3.74,-3.03,-3.38,-2.49,-10.87,-3.29
Price/Sales,1.15,1.33,1.42,1.47,1.99,1.27,1.70,1.89,1.90,0.66
Price/Sales Average,1.14,1.20,1.35,1.44,1.67,1.53,1.46,1.58,1.95,1.01
Price/Sales High,1.31,1.35,1.48,1.62,2.01,1.88,1.74,2.07,2.29,1.72
Price/Sales Low,1.04,1.03,1.20,1.14,1.35,1.13,1.18,0.74,1.70,0.61
Price/Cash Flow,14.53,11.78,13.44,11.28,17.90,14.03,16.32,13.59,44.71,-7.63
Price/Cash Flow Average,14.48,10.57,12.73,11.03,15.04,16.92,13.98,11.37,46.01,-11.71
Price/Cash Flow High,16.59,11.90,13.94,12.46,18.03,20.86,16.71,14.87,53.87,-19.95
Price/Cash Flow Low,13.19,9.13,11.29,8.72,12.12,12.57,11.33,5.34,40.14,-7.13
Price/Free Cash Flow,10.68,9.82,10.96,9.28,13.90,10.28,12.92,12.22,26.07,-12.66
Price/Free Cash Flow Average,10.64,8.82,10.38,9.07,11.68,12.39,11.07,10.22,26.82,-19.43
Price/Free Cash Flow High,12.19,9.93,11.37,10.25,14.00,15.28,13.22,13.36,31.41,-33.11
Price/Free Cash Flow Low,9.69,7.62,9.21,7.18,9.41,9.20,8.97,4.80,23.40,-11.84
EV/Sales,1.49,1.64,1.78,1.77,2.36,1.62,2.09,2.27,2.41,1.09
EV/Sales Average,1.49,1.51,1.71,1.74,2.03,1.88,1.84,1.95,2.46,1.46
EV/Sales High,1.66,1.66,1.84,1.93,2.37,2.24,2.13,2.46,2.81,2.19
EV/Sales Low,1.39,1.34,1.55,1.42,1.70,1.48,1.55,1.08,2.21,1.05
EV/EBITDA,12.15,10.85,11.21,10.90,15.28,11.60,14.66,15.39,15.60,15.32
EV/EBITDA Average,12.12,9.94,10.72,10.69,13.16,13.50,12.88,13.21,15.97,20.39
EV/EBITDA High,13.47,10.94,11.56,11.89,15.38,16.09,14.94,16.64,18.19,30.65
EV/EBITDA Low,11.29,8.86,9.73,8.76,10.99,10.64,10.88,7.28,14.31,14.70
EV/EBIT,18.04,14.70,14.62,13.98,19.95,15.67,20.14,21.06,20.51,29.02
EV/EBIT Average,17.99,13.47,13.98,13.71,17.18,18.24,17.70,18.08,21.00,38.64
EV/EBIT High,20.00,14.83,15.06,15.24,20.07,21.73,20.53,22.77,23.93,58.08
EV/EBIT Low,16.76,12.01,12.68,11.24,14.35,14.37,14.95,9.96,18.81,27.86
Last Price,81.25,96.72,107.23,114.69,169.69,118.83,165.67,178.30,186.73,75.12
High Price,92.76,97.72,111.18,126.72,170.90,176.62,169.54,195.00,225.00,196.52
Low Price,73.77,75.00,90.08,88.72,114.86,106.41,115.02,70.00,167.66,70.24
Enterprise Value,16420,18631,19934,20215,30086,22620,30156,33035,37574,18556
Enterprise Value Average,16378,17073,19060,19830,25910,26318,26510,28353,38461,24703
Enterprise Value High,18209,18788,20542,22050,30272,31364,30750,35719,43825,37128
Enterprise Value Low,15257,15218,17294,16253,21640,20741,22381,15625,34460,17809
