,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,12633,15197,16507,17497,26139,17979,25431,28662,30498,11492
- Cash & Cash Equivalents,496,497,465,1132,638,311,298,1381,142,396
+ Preferred Equity and Hybrid Capital,0,0,0,0,750,750,1500,1500,620,0
+ Minority/Non Controlling Interest,81,83,48,22,3,4,6,7,2,2
+ Total Debt,4202,3847,3844,3827,3832,4198,3517,4247,6596,7457
Enterprise Value,16420,18631,19934,20215,30086,22620,30156,33035,37574,18556
Total Capital,8211,8299,8826,9419,11017,11613,12238,13744,16403,17235
Total Debt/Capital (%),51.18,46.36,43.56,40.63,34.78,36.15,28.74,30.90,40.21,43.27
Total Debt / EV,0.26,0.21,0.19,0.19,0.13,0.19,0.12,0.13,0.18,0.40
EV/Sales,1.49,1.64,1.78,1.77,2.36,1.62,2.09,2.27,2.41,1.09
EV/EBITDA,12.15,10.85,11.21,10.90,15.28,11.60,14.66,15.39,15.60,15.32
EV/EBIT,18.04,14.70,14.62,13.98,19.95,15.67,20.14,21.06,20.51,29.02
EV/Cash Flow to Firm,16.27,13.10,15.06,12.34,18.83,15.84,17.24,14.76,45.15,301.63
EV/Free Cash Flow to Firm,12.17,10.88,12.19,10.18,14.75,11.78,13.87,12.77,27.81,31.35
Diluted Market Cap,12901,15450,16375,16998,25869,18020,24943,28961,30815,11760
Diluted Enterprise Value,16688,18883,19801,19715,29816,22660,29668,33333,37891,18824
EV per Share,105.61,118.57,129.49,132.50,195.31,149.50,196.45,205.50,230.05,121.29
TTM Sales,11001,11339,11172,11407,12747,13982,14442,14535,15617,16947
TTM EBITDA,1352,1717,1778,1854,1969,1950,2058,2147,2409,1212
TTM Operating Income,910,1267,1364,1446,1508,1443,1498,1569,1832,639
TTM Cash Flow to Firm,1009,1422,1324,1638,1597,1428,1750,2238,832,62
TTM Free Cash Flow to Firm,1350,1713,1635,1985,2040,1920,2174,2586,1351,592
