,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,6.94,7.48,8.19,8.66,8.68,8.62,9.43,9.80,10.16,12.14
Days Sales Outstanding,52.61,48.76,44.57,42.15,42.07,42.34,38.70,37.25,35.91,30.06
Inventory Turnover,5.04,4.75,4.60,4.75,4.56,4.14,4.16,3.83,2.55,2.24
Days Inventory Outstanding,72.36,76.89,79.41,76.80,80.07,88.27,87.65,95.24,143.30,162.97
Accounts Payable Turnover,4.95,4.64,4.54,4.47,4.65,4.44,4.41,4.43,4.46,4.52
Accounts Payable Turnover Days,73.78,78.74,80.41,81.67,78.52,82.28,82.85,82.34,81.79,80.71
Cash Conversion Cycle,51.18,46.91,43.56,37.28,43.62,48.32,43.50,50.14,97.42,112.32
Inventory to Cash Days,-19.75,-28.12,-34.83,-34.65,-38.00,-45.93,-48.96,-57.99,-107.39,-132.90
Inventories,1486,1563,1526,1478,2018,2374,2255,2737,5447,5861
Raw Materials,275,316,305,301,402,515,567,593,1545,2062
Work In Process,129,141,136,133,156,151,162,222,394,339
Finished Goods,1082,1105,1085,1044,1461,1707,1526,1923,3508,3461
Other Inventory,1,0,0,0,0,0,0,0,0,0
