,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0,0,0,0,0,0,0,0,0,0
Current Ratio,0,0,0,0,0,0,0,0,0,0
Quick Ratio,0,0,0,0,0,0,0,0,0,0
CFO/Avg Current Liab,0,0,0,0,0,0,0,0,0,0
Common Equity/Total Assets,14.83,14.66,14.65,13.48,12.68,12.82,11.84,11.74,16.63,15.75
Long-Term Debt/Equity (%),33.89,22.60,25.89,26.04,24.95,39.07,35.32,37.83,40.12,50.37
Long-Term Debt/Capital (%),27.09,20.20,21.00,21.04,20.87,27.48,27.56,30.03,28.08,29.00
Long-Term Debt/Total Assets (%),5.51,3.71,3.89,3.59,3.35,4.88,4.53,5.05,6.49,6.43
Total Debt/Equity (%),33.89,22.60,25.89,26.04,24.95,39.07,35.32,37.83,40.12,50.37
Total Debt/Capital (%),27.09,20.20,21.00,21.04,20.87,27.48,27.56,30.03,28.08,29.00
Total Debt/Total Assets (%),5.51,3.71,3.89,3.59,3.35,4.88,4.53,5.05,6.49,6.43
CFO/Total Liabilities,4.13,1.49,1.00,0.53,1.92,1.83,3.66,3.47,2.75,2.07
CFO/CapEx,19.64,4.71,2.22,1.58,8.54,7.93,12.81,11.07,4.17,3.20
Altman's Z-Score,0.64,0.66,0.69,0.56,0.50,0.52,0.56,0.53,0.77,0.72
