,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),0,0,114.78,68.86,51.05,59.61,33.49,38.45,54.09,20.52
Return on Assets (%),16.87,10.20,13.42,14.23,15.23,23.85,15.94,21.98,37.91,15.88
Return on Capital (%),254.21,64.67,66.24,50.23,40.39,51.42,30.48,32.89,45.17,17.88
Return on Invested Capital (%),21.72,13.78,18.49,19.22,19.75,29.71,18.04,25.77,42.74,18.35
Gross Margin (%),92.62,92.73,90.43,93.83,93.24,93.53,90.05,86.82,84.83,87.18
EBITDA Margin (%),38.07,31.60,32.33,29.53,37.89,39.97,30.78,44.87,57.45,43.83
Operating Margin (%),36.11,29.74,30.51,27.38,35.41,37.77,28.10,42.09,55.67,41.03
Incremental Operating Margin (%),41.63,10.97,32.20,10.42,74.01,54.24,-28.16,215.69,70.90,101.39
Pretax Margin (%),33.89,27.51,29.85,27.36,35.40,38.05,30.89,44.84,58.03,39.91
Profit Margin (%),20.16,12.34,15.50,18.42,20.41,36.42,26.91,41.35,50.25,35.64
Net Income to Common Margin (%),20.16,12.34,15.50,18.42,20.41,36.42,26.91,41.35,50.25,35.64
Effective Tax Rate (%),40.51,55.13,48.08,32.66,42.34,4.27,12.90,7.80,13.41,10.71
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),0,0,114.78,68.86,51.05,59.61,33.49,38.45,54.09,20.52
