,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,27721,41827,57368,38915,40463,39528,41210,51155,69825,79075
- Cash & Cash Equivalents,536,649,809,535,813,1468,1618,2194,2886,3106
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,506,459,376,608,703,709,714,2696,3419,3421
Enterprise Value,27534,41385,56698,38484,39756,37426,38710,50263,67549,74754
Total Capital,414,715,1228,2357,3650,5963,8094,13589,22388,26728
Total Debt/Capital (%),122.37,64.25,30.57,25.82,19.27,11.88,8.82,19.84,15.27,12.80
Total Debt / EV,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.05,0.05,0.05
EV/Sales,13.08,14.68,13.82,7.92,6.77,5.58,4.92,5.92,4.20,6.14
EV/EBITDA,34.36,46.44,42.73,26.81,17.87,13.95,16.00,13.18,7.32,14.01
EV/EBIT,36.23,49.36,45.29,28.92,19.12,14.77,17.52,14.05,7.55,14.97
EV/Cash Flow to Firm,45.04,54.46,42.37,26.03,30.08,16.84,15.76,18.82,9.47,14.75
EV/Free Cash Flow to Firm,35.87,37.87,28.12,19.34,24.94,14.37,13.41,15.30,8.79,9.69
Diluted Market Cap,30948,46311,63168,42717,43594,41629,42826,55052,72090,81889
Diluted Enterprise Value,30918,46121,62734,42790,43485,40870,41922,55554,72623,82205
EV per Share,276.20,404.03,541.79,363.03,369.40,343.34,351.03,469.97,621.57,682.07
TTM Sales,2105,2820,4104,4860,5872,6711,7863,8497,16072,12173
TTM EBITDA,801,891,1327,1435,2225,2683,2420,3813,9233,5335
TTM Operating Income,760,838,1252,1331,2080,2534,2210,3577,8947,4994
TTM Cash Flow to Firm,611,760,1338,1478,1322,2222,2456,2671,7131,5068
TTM Free Cash Flow to Firm,768,1093,2016,1990,1594,2605,2886,3285,7683,7712
