,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,838,1421,956,1268,1404,2531,4374,7899,11065,11860
- Cash & Cash Equivalents,42,48,60,41,75,349,172,155,356,354
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,0,0,0,0,0,0,0,0,20,711
Enterprise Value,787,1340,847,1179,1322,2181,4023,7337,10642,11596
Total Capital,63,81,101,118,123,171,172,170,130,968
Total Debt/Capital (%),0.16,0.08,0.17,0,0,0,0,0,15.68,73.45
Total Debt / EV,0.00,5.00,0.00,0,0,0,0,0,0.00,0.06
EV/Sales,5.71,8.15,4.28,4.40,3.84,5.19,7.58,10.77,12.33,9.75
EV/EBITDA,22.79,36.40,21.92,33.21,62.75,61.52,809.92,0,0,98.58
EV/EBIT,26.77,41.24,23.96,37.03,101.49,87.80,0,0,0,124.35
EV/Cash Flow to Firm,24.27,37.96,18.23,66.51,71.48,34.15,61.26,190.68,85.48,49.27
EV/Free Cash Flow to Firm,22.79,35.27,15.99,45.04,44.16,28.86,49.05,65.89,60.89,39.79
Diluted Market Cap,861,1462,973,1298,1428,2492,4412,7654,10330,12036
Diluted Enterprise Value,819,1413,914,1257,1353,2143,4240,7498,9995,12393
EV per Share,14.93,25.29,15.77,22.54,24.95,37.09,67.61,115.07,150.11,162.24
TTM Sales,138,165,198,268,344,420,531,681,863,1190
TTM EBITDA,35,37,39,36,21,35,5,-2,-149,118
TTM Operating Income,29,33,35,32,13,25,-6,-14,-168,93
TTM Cash Flow to Firm,32,35,46,18,18,64,66,38,124,235
TTM Free Cash Flow to Firm,35,38,53,26,30,76,82,111,175,291
