,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Market Capitalization,11811,13445,17490,17187,17310,19244,27458,22027,17185,19519
- Cash & Cash Equivalents,329,382,401,418,131,111,871,319,183,367
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,181,173,168
+ Total Debt,2313,2191,2320,2195,2483,2683,3122,3166,3103,2924
Enterprise Value,13795,15254,19409,18964,19662,21816,29709,25055,20278,22244
Total Capital,4211,4273,4642,4794,5439,5992,6848,4514,4455,3806
Total Debt/Capital (%),54.93,51.28,49.98,45.79,45.65,44.78,45.59,70.14,69.65,76.83
Total Debt / EV,0.17,0.14,0.12,0.12,0.13,0.12,0.11,0.13,0.15,0.13
EV/Sales,2.47,2.70,3.37,3.17,3.21,3.51,4.42,3.41,2.85,3.01
EV/EBITDA,12.04,12.96,15.79,14.70,15.10,16.73,20.43,17.08,20.82,26.08
EV/EBIT,14.28,15.13,18.24,16.83,17.31,19.41,23.32,19.95,27.04,26.08
EV/Cash Flow to Firm,16.54,16.23,23.22,20.44,18.90,20.39,18.29,18.49,23.35,365.37
EV/Free Cash Flow to Firm,14.20,14.33,19.25,16.36,15.93,17.10,15.82,14.86,18.12,365.37
Diluted Market Cap,12081,13880,17809,17527,17796,19872,27779,22837,17290,19609
Diluted Enterprise Value,14065,15689,19728,19304,20148,22444,30030,25865,20383,22334
EV per Share,107.10,118.61,150.05,146.99,153.63,173.57,235.42,204.06,164.66,179.95
TTM Sales,5591,5655,5761,5973,6124,6214,6721,7341,7107,7389
TTM EBITDA,1146,1177,1229,1290,1302,1304,1454,1467,974,853
TTM Operating Income,966,1008,1064,1127,1136,1124,1274,1256,750,853
TTM Cash Flow to Firm,834,940,836,928,1040,1070,1624,1355,868,61
TTM Free Cash Flow to Firm,971,1065,1008,1159,1234,1276,1878,1686,1119,61
