,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),38.93,24.18,6.25,-2.45,-20.38,-0.02,12.43,-24.83,38.34,30.89
Return on Assets (%),1.67,1.42,0.43,-0.17,-1.22,0.00,0.66,-1.07,1.59,1.83
Return on Capital (%),16.08,12.88,4.61,0,-17.74,0.76,5.74,0,16.36,15.66
Return on Invested Capital (%),0,0,0,0,0,0,0,0,0,0
Gross Margin (%),100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
EBITDA Margin (%),6.76,6.88,7.86,7.75,7.76,11.29,10.05,9.40,8.93,8.57
Operating Margin (%),0,0,0,0,0,0,0,0,0,0
Incremental Operating Margin (%),0,0,0,0,0,0,0,0,0,0
Pretax Margin (%),13.45,16.25,5.57,-0.14,2.94,0.54,10.62,-16.64,23.32,25.26
Profit Margin (%),13.04,11.65,3.73,-1.61,-12.19,-0.01,6.72,-13.56,18.09,18.18
Net Income to Common Margin (%),13.04,11.65,3.73,-1.61,-12.19,-0.01,6.68,-13.62,18.04,18.12
Effective Tax Rate (%),3.84,27.87,32.28,0,513.37,59.92,22.05,0,17.98,21.05
Dvd Payout Ratio (%),3.26,9.41,45.73,569.29,-19.43,669.41,22.64,-19.19,10.38,8.02
Sustainable Growth Rate (%),37.66,21.91,3.39,11.52,-24.34,0.13,9.62,-29.59,34.36,28.41
