,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,5058,4289,7308,6364,6100,7441,8100,16857,14170,18376
ST Debt,1135,2042,2591,2493,1833,951,2569,2411,1521,4
LT Debt,3923,2247,4717,3871,4267,6490,5531,14446,12649,18372
Total Debt/EBITDA,4.53,2.25,3.30,2.23,2.07,2.32,2.43,4.33,3.11,3.86
Net Debt/EBITDA,3.67,1.90,3.02,2.09,1.89,2.10,2.09,4.10,2.92,3.43
Total Debt/EBIT,5.30,2.72,3.98,2.83,2.53,2.84,3.03,5.37,3.99,4.93
Net Debt/EBIT,4.29,2.31,3.63,2.65,2.30,2.57,2.61,5.08,3.75,4.37
EBITDA to Interest Expense,19.93,19.90,22.80,16.05,15.78,13.13,11.71,10.89,10.78,7.73
EBITDA-CapEx/Interest Expense,16.73,17.29,19.95,14.00,13.87,11.98,10.64,9.75,9.71,6.95
EBIT to Interest Expense,17.05,16.43,18.95,12.62,12.91,10.73,9.39,8.79,8.39,6.06
Interest Expense,56,96,97,178,187,244,285,357,423,616
Common Equity/Total Assets,3.83,4.70,5.32,5.85,8.73,8.97,10.20,8.75,7.42,7.69
Long-Term Debt/Equity (%),30.32,17.89,31.71,24.52,25.17,37.51,31.85,73.60,55.60,80.72
Long-Term Debt/Capital (%),49.69,29.19,40.93,34.46,32.93,40.91,31.00,51.54,44.28,55.04
Long-Term Debt/Total Assets (%),6.05,3.29,6.05,4.72,5.45,6.99,5.85,11.45,6.54,9.45
Total Debt/Equity (%),39.10,34.16,49.13,40.30,35.98,43.01,46.65,85.89,62.29,80.73
Total Debt/Capital (%),64.07,55.72,63.42,56.66,47.07,46.90,45.39,60.14,49.61,55.05
Total Debt/Total Assets (%),7.80,6.28,9.37,7.76,7.79,8.02,8.57,13.36,7.32,9.46
Net Debt to Equity,31.67,28.96,44.91,37.73,32.83,38.82,40.19,81.29,58.52,71.71
Net Debt/Capital (%),59.09,51.63,61.31,55.03,44.79,44.36,41.04,58.12,47.61,51.69
EBITDA,1116,1910,2212,2857,2950,3203,3337,3889,4560,4762
EBITDA-CapEx,937,1660,1935,2492,2593,2923,3032,3479,4108,4280
Operating Income (Loss),955,1577,1838,2247,2415,2617,2675,3138,3551,3731
