,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,543,542,548,539,541,513,506,505,502,504
Diluted Weighted Avg Shares,549,547,549,551,555,546,519,517,508,504
Basic Weighted Avg Shares,543,542,545,546,543,534,509,509,502,504
Revenue per Share,28.10,30.76,18.29,18.61,19.45,20.84,22.32,22.93,25.47,29.99
EBITDA per Share,6.43,6.85,2.22,2.79,3.72,4.46,3.27,4.79,5.18,4.51
Operating Income per Share,4.91,4.99,0.82,1.33,2.32,2.99,1.72,3.17,3.41,1.72
"Basic EPS, GAAP",3.71,4.61,1.78,9.09,1.32,3.04,1.97,2.17,2.56,-4.83
Basic EPS from Cont Ops,3.71,3.59,0.73,9.10,1.33,3.05,1.99,2.18,2.58,-4.80
"Diluted EPS, GAAP",3.66,4.56,1.76,9.01,1.29,2.97,1.93,2.13,2.53,-4.83
Diluted EPS from Cont Ops,3.66,3.56,0.73,9.01,1.30,2.99,1.95,2.15,2.55,-4.80
Dividend per Share,1.88,2.02,1.67,0.49,0.58,0.70,0.83,0.93,1.06,1.14
Cash Flow per Share,5.89,5.93,3.02,2.97,3.38,3.93,4.13,3.67,4.43,2.40
Free Cash Flow per Basic Share,4.59,4.23,1.35,1.66,2.25,2.69,2.77,2.28,2.95,1.06
Cash & Equivalents per Share,5.03,5.39,13.44,5.20,6.27,3.57,6.59,7.39,5.88,3.41
Book Value per Share,23.08,25.65,18.93,27.64,28.01,31.79,32.40,33.69,35.38,29.21
Tangible Book Value per Share,3.66,4.06,8.82,8.49,8.57,6.74,6.74,7.60,-16.96,-15.35
