,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),16.69,18.88,7.97,39.33,4.77,10.32,6.12,6.60,7.39,-14.98
Return on Assets (%),8.70,9.64,4.13,27.19,4.39,9.92,5.92,5.77,4.80,-7.87
Return on Capital (%),10.76,11.62,5.41,0,4.23,8.67,0,5.23,4.81,0
Return on Invested Capital (%),12.63,11.67,2.46,0,6.19,12.63,0,9.33,6.93,0
Gross Margin (%),49.77,48.93,41.59,40.44,42.33,42.97,41.90,39.30,39.93,35.71
EBITDA Margin (%),22.88,22.27,12.12,15.00,19.12,21.43,14.65,20.89,20.34,15.03
Operating Margin (%),17.48,16.24,4.50,7.12,11.91,14.37,7.71,13.84,13.38,5.75
Incremental Operating Margin (%),-14.31,2.76,33.69,141.03,134.17,60.25,-307.66,237.94,8.46,-36.11
Pretax Margin (%),16.70,14.63,4.29,48.75,11.52,15.22,8.54,11.07,11.55,-15.57
Profit Margin (%),13.19,14.98,9.71,48.85,6.79,14.60,8.81,9.44,10.04,-16.10
Net Income to Common Margin (%),13.19,14.98,9.71,48.85,6.79,14.60,8.81,9.44,10.04,-16.10
Effective Tax Rate (%),21.07,20.21,6.54,0,40.51,3.72,0,14.09,12.32,0
Dvd Payout Ratio (%),50.84,56.27,227.50,5.40,43.51,23.07,41.43,42.31,40.58,-23.79
Sustainable Growth Rate (%),8.21,8.26,-10.17,37.21,2.70,7.94,3.58,3.81,4.39,-18.54
