,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,6628,6109,5359,5052,4998,4678,4848,4352,4944,4357
ST Debt,438,456,275,416,320,413,500,0,0,0
LT Debt,6190,5653,5084,4636,4678,4265,4348,4352,4944,4357
Total Debt/EBITDA,35.07,22.13,14.37,12.69,12.53,10.02,10.75,7.74,7.27,6.97
Net Debt/EBITDA,27.51,20.69,13.17,10.48,12.08,9.76,10.34,7.48,6.97,6.60
Total Debt/EBIT,0,0,0,0,0,0,0,0,0,0
Net Debt/EBIT,0,0,0,0,0,0,0,0,0,0
EBITDA to Interest Expense,0.48,0.73,1.04,1.17,1.26,1.57,1.74,2.38,2.91,2.93
EBITDA-CapEx/Interest Expense,0.31,0.41,0.18,0.51,0.47,1.16,1.34,1.90,2.34,2.11
EBIT to Interest Expense,0,0,0,0,0,0,0,0,0,0
Interest Expense,397,376,357,339,316,298,259,236,234,213
Common Equity/Total Assets,10.68,11.83,13.37,5.87,9.98,40.77,40.34,41.79,20.59,46.86
Long-Term Debt/Equity (%),32.74,30.20,28.82,27.43,34.67,32.55,26.72,23.45,27.71,31.96
Long-Term Debt/Capital (%),17.05,16.11,14.17,25.51,17.03,14.02,12.88,12.21,23.49,11.20
Long-Term Debt/Total Assets (%),2.23,2.31,2.23,2.07,2.08,6.85,6.14,5.87,6.46,5.97
Total Debt/Equity (%),35.06,32.63,30.38,29.89,37.04,35.71,29.80,23.45,27.71,31.96
Total Debt/Capital (%),18.26,17.41,14.94,27.80,18.19,15.38,14.36,12.21,23.49,11.20
Total Debt/Total Assets (%),2.39,2.49,2.35,2.26,2.22,7.51,6.85,5.87,6.46,5.97
Net Debt to Equity,27.51,30.50,27.84,24.67,35.70,34.78,28.66,22.64,26.56,30.28
Net Debt/Capital (%),14.91,16.46,13.86,24.12,17.65,15.04,13.89,11.83,22.74,10.67
EBITDA,189,276,373,398,399,467,451,562,680,625
EBITDA-CapEx,125,155,66,174,149,345,346,448,547,450
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
