,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0,0,0,0,0,0,0,0,0,0
Current Ratio,0,0,0,0,0,0,0,0,0,0
Quick Ratio,0,0,0,0,0,0,0,0,0,0
CFO/Avg Current Liab,0,0,0,0,0,0,0,0,0,0
Common Equity/Total Assets,10.68,11.83,13.37,5.87,9.98,40.77,40.34,41.79,20.59,46.86
Long-Term Debt/Equity (%),32.74,30.20,28.82,27.43,34.67,32.55,26.72,23.45,27.71,31.96
Long-Term Debt/Capital (%),17.05,16.11,14.17,25.51,17.03,14.02,12.88,12.21,23.49,11.20
Long-Term Debt/Total Assets (%),2.23,2.31,2.23,2.07,2.08,6.85,6.14,5.87,6.46,5.97
Total Debt/Equity (%),35.06,32.63,30.38,29.89,37.04,35.71,29.80,23.45,27.71,31.96
Total Debt/Capital (%),18.26,17.41,14.94,27.80,18.19,15.38,14.36,12.21,23.49,11.20
Total Debt/Total Assets (%),2.39,2.49,2.35,2.26,2.22,7.51,6.85,5.87,6.46,5.97
CFO/Total Liabilities,0.48,0.83,1.31,1.00,1.03,5.78,6.40,6.97,6.97,6.75
CFO/CapEx,19.33,15.59,8.98,9.22,8.74,23.30,33.23,33.96,30.77,22.90
Altman's Z-Score,0.18,0.19,0.21,0.22,0.19,0.76,0.81,0.75,0.84,0.90
