,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),0.56,2.72,5.65,4.11,-17.59,7.52,7.65,5.76,10.03,7.18
Return on Assets (%),0.06,0.31,0.71,0.40,-1.40,1.26,3.13,2.40,3.14,2.43
Return on Capital (%),0,3.07,5.59,0,-14.22,7.12,7.16,5.56,9.02,6.63
Return on Invested Capital (%),0,0,0,0,0,0,0,0,0,0
Gross Margin (%),100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
EBITDA Margin (%),0.77,1.48,2.03,2.17,2.35,2.46,2.17,2.74,3.04,2.79
Operating Margin (%),0,0,0,0,0,0,0,0,0,0
Incremental Operating Margin (%),0,0,0,0,0,0,0,0,0,0
Pretax Margin (%),0.26,9.13,10.76,4.39,4.26,9.25,12.34,10.33,12.93,10.10
Profit Margin (%),0.71,4.29,9.15,4.90,-18.45,9.53,10.05,8.46,10.56,8.12
Net Income to Common Margin (%),0.67,4.29,9.15,4.90,-18.45,9.50,9.95,8.36,10.47,8.02
Effective Tax Rate (%),0,20.60,15.42,0,136.24,15.29,18.55,18.07,18.34,19.62
Dvd Payout Ratio (%),71.00,20.90,18.89,37.28,-130.15,25.22,20.98,26.63,20.69,28.21
Sustainable Growth Rate (%),0.16,2.15,4.59,2.58,-40.49,5.63,6.04,4.23,7.95,5.15
