,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,453,424,402,374,357,359,360,358,335,315
Diluted Weighted Avg Shares,491,460,425,395,371,364,365,361,354,330
Basic Weighted Avg Shares,448,442,416,388,364,358,361,358,349,325
Revenue per Share,55.08,42.13,44.23,47.20,46.67,52.89,57.47,57.28,64.14,68.85
EBITDA per Share,0.42,0.62,0.90,1.03,1.10,1.30,1.25,1.57,1.95,1.92
Operating Income per Share,0,0,0,0,0,0,0,0,0,0
"Basic EPS, GAAP",0.37,1.81,4.05,2.31,-8.61,5.03,5.72,4.79,6.71,5.52
Basic EPS from Cont Ops,0.69,3.05,4.03,2.31,-0.72,4.14,5.78,4.85,6.77,5.59
"Diluted EPS, GAAP",0.34,1.73,3.96,2.27,-8.45,4.95,5.66,4.76,6.62,5.44
Diluted EPS from Cont Ops,0.63,2.93,3.93,2.27,-0.71,4.08,5.71,4.82,6.68,5.51
Dividend per Share,0.50,0.64,0.76,0.86,0.94,1.06,1.26,1.33,1.45,1.62
Cash Flow per Share,2.76,4.27,6.63,5.33,6.01,7.93,9.67,10.80,11.72,12.34
Free Cash Flow per Basic Share,2.62,4.00,5.89,4.75,5.32,7.59,9.38,10.49,11.34,11.80
Cash & Equivalents per Share,151.47,154.83,155.81,163.73,113.29,111.53,125.86,135.20,139.58,127.95
Book Value per Share,65.45,68.29,75.96,35.08,62.98,70.73,79.45,86.39,47.08,108.60
Tangible Book Value per Share,40.61,42.93,42.67,43.69,32.35,30.13,36.02,42.85,44.01,33.66
