,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,14892,16448,19163,21316,22387,24720,26509,23518,29061,32250
+ Sales & Services Revenue,14892,16448,19163,21316,22387,24720,26509,23518,29061,32250
- Cost of Revenue,10668,11497,13199,14575,15532,17368,19021,18459,20670,23879
+ Cost of Goods & Services,10668,11497,13199,14575,15532,17368,19021,18459,20670,23879
Gross Profit,4224,4951,5964,6741,6855,7352,7488,5059,8391,8371
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,2017,2158,2613,2887,2959,3545,3572,3541,3734,3941
"+ Selling, General & Admin",938,991,1197,1361,1393,1759,1824,1680,1933,2032
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,1079,1167,1416,1526,1565,1786,1748,1862,1801,1909
Operating Income (Loss),2207,2793,3351,3854,3897,3807,3916,1518,4657,4430
- Non-Operating (Income) Loss,2437,-367,-552,-345,-421,-1973,-550,354,-700,198
"+ Interest Expense, Net",-95,-79,28,-27,-183,-21,235,397,380,386
+ Interest Expense,28,64,71,81,93,170,331,437,470,483
- Interest Income,124,143,43,108,275,191,97,40,90,97
+ Other Non-Op (Income) Loss,2533,-288,-579,-318,-238,-1952,-785,-44,-1079,-188
Pretax Income,-230,3160,3903,4199,4318,5780,4466,1164,5357,4232
- Income Tax Expense (Benefit),-239,1092,1144,1380,1433,1262,872,240,1157,949
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,9,2068,2759,2819,2885,4518,3595,925,4200,3283
- Net Extraordinary Losses (Gains),1,-1,4,2,0,-1,-9,-7,2,4
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,1,-1,4,2,0,-1,-9,-7,2,4
Income (Loss) Incl. MI,8,2069,2756,2817,2885,4519,3604,932,4198,3280
- Minority Interest,0,0,-2,-1,0,0,5,4,-1,-2
"Net Income, GAAP",8,2068,2757,2818,2885,4518,3599,928,4199,3282
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",8,2068,2757,2818,2885,4518,3599,928,4199,3282
Basic Weighted Avg Shares,1506,1499,1485,1461,1432,1309,1185,1173,1180,1153
"Basic EPS, GAAP",0.01,1.38,1.86,1.93,2.02,3.45,3.04,0.79,3.56,2.85
Basic EPS from Cont Ops,0.01,1.38,1.86,1.93,2.02,3.45,3.03,0.79,3.56,2.85
Diluted Weighted Avg Shares,1525,1526,1513,1487,1462,1395,1233,1182,1186,1159
"Diluted EPS, GAAP",0.01,1.36,1.82,1.90,1.97,3.24,2.92,0.79,3.54,2.83
Diluted EPS from Cont Ops,0.01,1.35,1.82,1.90,1.97,3.24,2.91,0.78,3.54,2.83
EBITDA,2863,3541,4285,4884,4964,5112,5365,3021,6181,5959
EBITDA Margin (%),19.22,21.53,22.36,22.91,22.17,20.68,20.24,12.85,21.27,18.48
EBITA,2242,2793,3351,3854,3897,3807,3916,1518,4657,4430
EBIT,2207,2793,3351,3854,3897,3807,3916,1518,4657,4430
Gross Margin (%),28.36,30.10,31.12,31.62,30.62,29.74,28.25,21.51,28.87,25.96
Operating Margin (%),14.82,16.98,17.49,18.08,17.41,15.40,14.77,6.45,16.03,13.74
Profit Margin (%),0.06,12.57,14.39,13.22,12.89,18.28,13.58,3.95,14.45,10.18
Sales per Employee,81825,86114,80516,83921,80819,84947,76614,67387,75876,80225
Dividend per Share,0.42,0.52,0.63,0.81,1.01,1.33,1.49,1.64,1.80,1.96
Depreciation Expense,621,748,934,1030,1067,1306,1449,1503,1524,1529
