,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,743,789,839,881,932,1032,1160,1295,1317,1377
+ Sales & Services Revenue,743,789,839,881,932,1032,1160,1295,1317,1377
- Cost of Revenue,229,249,271,265,287,311,337,361,332,302
+ Cost of Goods & Services,229,249,271,265,287,311,337,361,332,302
Gross Profit,514,540,568,616,645,722,823,933,984,1075
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,349,374,412,447,463,515,570,592,571,533
"+ Selling, General & Admin",268,278,300,329,340,380,414,421,396,384
+ Research & Development,67,83,99,104,111,128,149,166,171,147
+ Other Operating Expense,14,12,14,14,13,7,6,5,3,2
Operating Income (Loss),165,166,156,170,182,206,254,341,413,542
- Non-Operating (Income) Loss,33,33,47,25,30,18,37,84,-60,71
"+ Interest Expense, Net",30,29,29,27,26,31,40,42,40,69
+ Interest Expense,30,29,29,27,26,31,40,42,40,69
- Interest Income,0,0,0,0,0,0,0,0,0,0
+ Other Non-Op (Income) Loss,3,4,17,-2,5,-13,-2,42,-100,2
Pretax Income,132,133,109,145,151,188,216,257,473,471
- Income Tax Expense (Benefit),42,38,23,35,23,46,24,21,81,98
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,90,95,87,109,128,142,192,236,392,374
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,90,95,87,109,128,142,192,236,392,374
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",90,95,87,109,128,142,192,236,392,374
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",90,95,87,109,128,142,192,236,392,374
Basic Weighted Avg Shares,35,34,31,31,31,30,29,29,29,26
"Basic EPS, GAAP",2.55,2.80,2.75,3.52,4.16,4.79,6.63,8.13,13.65,14.34
Basic EPS from Cont Ops,2.55,2.80,2.75,3.52,4.16,4.79,6.63,8.13,13.65,14.34
Diluted Weighted Avg Shares,36,35,33,32,32,31,30,30,29,26
"Diluted EPS, GAAP",2.48,2.72,2.65,3.39,3.98,4.57,6.34,7.90,13.40,14.18
Diluted EPS from Cont Ops,2.48,2.72,2.65,3.39,3.98,4.57,6.34,7.90,13.40,14.18
EBITDA,198,199,190,201,218,237,285,371,439,563
EBITDA Margin (%),26.67,25.19,22.61,22.83,23.37,22.92,24.58,28.69,33.34,40.87
EBITA,165,166,156,170,182,206,254,341,413,542
EBIT,165,166,156,170,182,206,254,341,413,542
Gross Margin (%),69.13,68.40,67.75,69.91,69.20,69.91,70.96,72.10,74.75,78.06
Operating Margin (%),22.20,21.06,18.57,19.24,19.49,19.99,21.86,26.34,31.39,39.38
Profit Margin (%),12.12,12.03,10.31,12.42,13.76,13.79,16.56,18.26,29.78,27.12
Sales per Employee,299534,298180,299244,285413,282561,281482,289370,323398,359513,404603
Dividend per Share,0.08,0.08,0.08,0.08,0.04,0,0,0,0,0
Depreciation Expense,33,33,34,32,36,30,32,30,26,20
