,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,1294,1357,1255,1141,1164,1242,1256,1458,1807,1933
+ Sales & Services Revenue,1294,1357,1255,1141,1164,1242,1256,1458,1807,1933
- Cost of Revenue,373,374,335,326,329,326,325,334,371,386
+ Cost of Goods & Services,373,374,335,326,329,326,325,334,371,386
Gross Profit,921,983,921,815,835,916,930,1124,1436,1547
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,741,758,821,776,786,839,816,881,1053,1064
"+ Selling, General & Admin",493,500,557,513,518,558,545,595,724,690
+ Research & Development,222,226,228,229,236,250,247,257,300,339
+ Other Operating Expense,26,32,36,33,32,31,24,29,29,35
Operating Income (Loss),180,225,100,39,49,77,114,244,383,484
- Non-Operating (Income) Loss,53,39,59,106,50,48,94,109,-9,86
"+ Interest Expense, Net",4,5,11,26,39,38,39,73,49,52
+ Interest Expense,7,8,15,30,42,42,43,76,50,54
- Interest Income,3,3,4,3,3,4,4,4,2,3
+ Other Non-Op (Income) Loss,49,34,47,80,11,10,55,36,-57,35
Pretax Income,126,186,41,-67,-1,29,20,135,392,397
- Income Tax Expense (Benefit),-18,26,-21,-13,-8,-23,48,4,-85,84
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,144,160,62,-54,6,52,-27,131,477,313
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,144,160,62,-54,6,52,-27,131,477,313
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",144,160,62,-54,6,52,-27,131,477,313
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",144,160,62,-54,6,52,-27,131,477,313
Basic Weighted Avg Shares,119,120,115,115,117,116,118,116,117,117
"Basic EPS, GAAP",1.20,1.34,0.54,-0.48,0.05,0.45,-0.23,1.13,4.08,2.67
Basic EPS from Cont Ops,1.20,1.34,0.54,-0.48,0.05,0.45,-0.23,1.13,4.08,2.67
Diluted Weighted Avg Shares,121,120,116,115,117,118,118,116,118,118
"Diluted EPS, GAAP",1.19,1.34,0.54,-0.48,0.05,0.44,-0.23,1.12,4.03,2.65
Diluted EPS from Cont Ops,1.19,1.34,0.54,-0.48,0.05,0.44,-0.23,1.12,4.03,2.65
EBITDA,256,302,184,126,136,164,192,363,505,606
EBITDA Margin (%),19.80,22.28,14.66,11.03,11.65,13.24,15.29,24.90,27.97,31.33
EBITA,180,225,100,39,49,77,114,244,383,484
EBIT,180,225,100,39,49,77,114,244,383,484
Gross Margin (%),71.16,72.46,73.33,71.45,71.73,73.73,74.09,77.08,79.46,80.04
Operating Margin (%),13.88,16.58,7.93,3.44,4.20,6.20,9.09,16.70,21.19,25.01
Profit Margin (%),11.11,11.81,4.95,-4.78,0.54,4.19,-2.19,8.96,26.39,16.19
Sales per Employee,215590,210578,209837,196644,192690,203245,207371,233608,269363,297301
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Depreciation Expense,77,77,84,87,87,87,78,120,123,122
