,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,39739,47577,78232,76647,68314,67603,62383,39871,42266,47832
ST Debt,0,0,20098,17179,8609,9050,7000,0,0,0
LT Debt,39739,47577,58134,59468,59705,58553,55383,39871,42266,47832
Total Debt/EBITDA,19.24,23.76,37.25,31.57,28.00,28.21,18.68,11.39,12.14,14.90
Net Debt/EBITDA,16.36,20.15,33.45,27.46,22.24,22.71,14.67,-0.18,5.89,5.29
Total Debt/EBIT,0,0,0,0,0,0,0,0,0,0
Net Debt/EBIT,0,0,0,0,0,0,0,0,0,0
EBITDA to Interest Expense,-1.15,-1.27,-1.29,-1.20,-0.88,-0.56,-0.65,-1.12,-2.18,-0.78
EBITDA-CapEx/Interest Expense,-0.70,-0.95,-0.96,-0.82,-0.51,-0.35,-0.47,-0.89,-1.74,-0.55
EBIT to Interest Expense,0,0,0,0,0,0,0,0,0,0
Interest Expense,-1792,-1579,-1625,-2018,-2762,-4301,-5173,-3120,-1598,-4123
Common Equity/Total Assets,6.87,7.76,8.10,8.34,8.40,9.63,10.34,9.51,11.80,12.56
Long-Term Debt/Equity (%),95.20,105.60,122.95,125.16,122.52,113.33,95.47,66.23,69.26,90.97
Long-Term Debt/Capital (%),66.07,66.49,55.22,55.88,60.30,56.58,53.91,49.86,45.31,45.54
Long-Term Debt/Total Assets (%),13.38,15.40,17.40,16.66,16.33,15.72,14.19,9.46,9.78,10.51
Total Debt/Equity (%),95.20,105.60,165.45,161.31,140.19,130.84,107.54,66.23,69.26,90.97
Total Debt/Capital (%),66.07,66.49,74.31,72.02,68.99,65.33,60.73,49.86,45.31,45.54
Total Debt/Total Assets (%),13.38,15.40,23.42,21.47,18.68,18.15,15.98,9.46,9.78,10.51
Net Debt to Equity,80.94,89.53,148.57,140.32,111.38,105.32,84.43,-1.06,33.62,32.28
Net Debt/Capital (%),62.34,62.72,72.20,69.13,63.87,60.26,54.83,-1.62,28.69,22.89
EBITDA,2065,2002,2100,2428,2440,2396,3339,3501,3481,3210
EBITDA-CapEx,1247,1500,1568,1649,1422,1522,2452,2791,2783,2276
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
