,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,43420,46103,38601,41893,48349,34920,46862,44924,60212,35447
- Cash & Cash Equivalents,5952,7242,7984,9976,14040,13186,13407,40509,21746,30856
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,39739,47577,78232,76647,68314,67603,62383,39871,42266,47832
Enterprise Value,35407,46930,69788,67827,64968,43187,16625,-56159,-14529,-24496
Total Capital,60149,71556,105283,106420,99021,103485,102730,79966,93279,105023
Total Debt/Capital (%),66.07,66.49,74.31,72.02,68.99,65.33,60.73,49.86,45.31,45.54
Total Debt / EV,1.12,1.01,1.12,1.13,1.05,1.57,3.75,-0.71,-2.91,-1.95
EV/Sales,1.58,2.11,2.98,2.66,2.39,1.57,0.58,0,0,0
EV/EBITDA,17.15,23.44,33.23,27.94,26.63,18.02,4.98,0,0,0
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,4.04,5.69,7.74,6.48,4.95,4.58,1.33,0,0,0
EV/Free Cash Flow to Firm,3.70,5.37,7.31,6.03,4.60,4.19,1.24,0,0,0
Diluted Market Cap,44552,47645,40119,44475,48655,36068,48231,44917,64627,36552
Diluted Enterprise Value,78339,87980,110367,111146,102929,90485,97207,44279,85147,53528
EV per Share,61.83,84.80,132.36,141.25,133.81,92.34,36.41,0,0,0
TTM Sales,22384,22290,23413,25501,27237,27461,28593,28523,30435,34250
TTM EBITDA,2065,2002,2100,2428,2440,2396,3339,3501,3481,3210
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,8757,8241,9018,10469,13117,9437,12475,14052,11057,10525
TTM Free Cash Flow to Firm,9575,8743,9550,11248,14135,10311,13362,14762,11755,11459
