,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,10.70,10.76,10.19,12.45,28.08,6.23,9.12,18.41,5.31,5.11
Price/Earnings Average,8.96,10.15,11.12,10.17,24.25,7.89,7.93,14.18,5.37,6.48
Price/Earnings High,10.75,11.03,12.82,13.08,28.60,8.89,9.39,20.24,6.50,8.92
Price/Earnings Low,7.09,8.76,9.43,8.28,21.45,5.83,6.61,7.15,3.54,4.78
Price/Book Value,2.13,1.92,1.43,1.41,1.57,0.97,1.16,1.12,1.18,0.62
Price/Book Value Average,1.78,1.81,1.56,1.15,1.36,1.23,1.01,0.86,1.19,0.79
Price/Book Value High,2.14,1.97,1.80,1.48,1.60,1.39,1.20,1.23,1.44,1.08
Price/Book Value Low,1.41,1.57,1.32,0.94,1.20,0.91,0.84,0.43,0.79,0.58
Price/Tangible Book Value,1.56,1.48,1.18,1.27,1.41,0.94,1.08,0.99,1.30,0.94
Price/Tangible Book Value Average,1.31,1.40,1.28,1.04,1.22,1.19,0.94,0.76,1.31,1.19
Price/Tangible Book Value High,1.57,1.52,1.48,1.33,1.44,1.34,1.11,1.08,1.59,1.64
Price/Tangible Book Value Low,1.04,1.21,1.09,0.84,1.08,0.88,0.78,0.38,0.87,0.88
Price/Sales,1.96,2.10,1.69,1.73,1.77,1.30,1.68,1.57,2.12,1.06
Price/Sales Average,1.64,1.99,1.85,1.41,1.53,1.65,1.46,1.21,2.14,1.35
Price/Sales High,1.97,2.16,2.13,1.81,1.80,1.86,1.73,1.73,2.59,1.86
Price/Sales Low,1.30,1.71,1.57,1.15,1.35,1.22,1.22,0.61,1.41,1.00
Price/Cash Flow,4.40,5.04,3.92,3.72,3.40,2.76,2.88,2.68,5.23,2.64
Price/Cash Flow Average,3.68,4.76,4.27,3.04,2.94,3.50,2.51,2.07,5.28,3.35
Price/Cash Flow High,4.42,5.17,4.93,3.90,3.46,3.94,2.97,2.95,6.40,4.61
Price/Cash Flow Low,2.92,4.11,3.62,2.47,2.60,2.58,2.09,1.04,3.49,2.47
Price/Free Cash Flow,4.12,4.86,3.76,3.52,3.20,2.60,2.75,2.58,4.97,2.48
Price/Free Cash Flow Average,3.45,4.58,4.11,2.88,2.76,3.30,2.39,1.99,5.02,3.15
Price/Free Cash Flow High,4.14,4.98,4.74,3.70,3.26,3.71,2.83,2.84,6.08,4.33
Price/Free Cash Flow Low,2.73,3.96,3.48,2.34,2.44,2.44,1.99,1.00,3.31,2.32
EV/Sales,1.58,2.11,2.98,2.66,2.39,1.57,0.58,0,0,0
EV/Sales Average,3.13,3.76,4.80,3.96,3.53,3.59,3.14,1.19,2.67,1.81
EV/Sales High,3.46,3.93,5.07,4.34,3.80,3.80,3.40,1.71,3.09,2.30
EV/Sales Low,2.79,3.49,4.53,3.71,3.35,3.17,2.90,0.59,1.99,1.46
EV/EBITDA,17.15,23.44,33.23,27.94,26.63,18.02,4.98,0,0,0
EV/EBITDA Average,33.96,41.87,53.51,41.56,39.36,41.17,26.88,9.70,23.36,19.31
EV/EBITDA High,37.48,43.75,56.58,45.58,42.43,43.50,29.12,13.92,27.05,24.58
EV/EBITDA Low,30.29,38.91,50.46,38.94,37.38,36.36,24.84,4.80,17.42,15.62
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/EBIT Average,0,0,0,0,0,0,0,0,0,0
EV/EBIT High,0,0,0,0,0,0,0,0,0,0
EV/EBIT Low,0,0,0,0,0,0,0,0,0,0
Last Price,75.82,83.31,73.21,87.24,99.58,74.66,102.64,97.88,145.49,92.96
High Price,76.16,85.39,92.10,91.64,101.43,106.50,105.70,107.59,177.95,162.40
Low Price,50.21,67.86,67.73,58.03,76.05,69.90,74.39,38.00,96.98,86.98
Enterprise Value,35407,46930,69788,67827,64968,43187,16625,-56159,-14529,-24496
Enterprise Value Average,70128,83831,112376,100899,96030,98640,89739,33961,81324,61987
Enterprise Value High,77402,87589,118809,110677,103521,104229,97235,48743,94166,78902
Enterprise Value Low,62541,77888,105959,94537,91198,87110,82940,16803,60656,50143
