,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,74452,88988,107006,135987,177866,232887,280522,386064,469822,513983
+ Sales & Services Revenue,74452,88988,107006,135987,177866,232887,280522,386064,469822,513983
- Cost of Revenue,69331,82793,97601,121969,159803,202020,241699,334564,403507,446343
+ Cost of Goods & Services,69331,82793,97601,121969,159803,202020,241699,334564,403507,446343
Gross Profit,5121,6195,9405,14018,18063,30867,38823,51500,66315,67640
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,4376,6017,7172,9832,13957,18446,24282,28601,41436,55392
"+ Selling, General & Admin",4262,5884,7001,9665,13743,18150,24081,28676,41374,54129
+ Research & Development,6565,9275,12540,16085,22620,28837,35931,42740,0,0
+ Other Operating Expense,-6451,-9142,-12369,-15918,-22406,-28541,-35730,-42815,62,1263
Operating Income (Loss),745,178,2233,4186,4106,12421,14541,22899,24879,12248
- Non-Operating (Income) Loss,239,289,665,294,300,1160,565,-1279,-13272,18184
"+ Interest Expense, Net",103,171,409,384,646,977,768,1092,1361,1378
+ Interest Expense,141,210,459,484,848,1417,1600,1647,1809,2367
- Interest Income,38,39,50,100,202,440,832,555,448,989
+ Other Non-Op (Income) Loss,136,118,256,-90,-346,183,-203,-2371,-14633,16806
Pretax Income,506,-111,1568,3892,3806,11261,13976,24178,38151,-5936
- Income Tax Expense (Benefit),161,167,950,1425,769,1197,2374,2863,4791,-3217
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,274,-241,596,2371,3033,10073,11588,21331,33364,-2722
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,274,-241,596,2371,3033,10073,11588,21331,33364,-2722
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",274,-241,596,2371,3033,10073,11588,21331,33364,-2722
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",274,-241,596,2371,3033,10073,11588,21331,33364,-2722
Basic Weighted Avg Shares,9140,9240,9340,9480,9600,9740,9880,10000,10120,10189
"Basic EPS, GAAP",0.03,-0.03,0.06,0.25,0.32,1.03,1.17,2.13,3.30,-0.27
Basic EPS from Cont Ops,0.03,-0.03,0.06,0.25,0.32,1.03,1.17,2.13,3.30,-0.27
Diluted Weighted Avg Shares,9300,9240,9540,9680,9860,10000,10080,10200,10296,10189
"Diluted EPS, GAAP",0.03,-0.03,0.06,0.24,0.31,1.01,1.15,2.09,3.24,-0.27
Diluted EPS from Cont Ops,0.03,-0.03,0.06,0.24,0.31,1.01,1.15,2.09,3.24,-0.27
EBITDA,3998,4924,8514,12302,15584,27762,36330,48150,59175,54169
EBITDA Margin (%),5.37,5.53,7.96,9.05,8.76,11.92,12.95,12.47,12.60,10.54
EBITA,745,178,2233,4186,4106,12421,14541,22899,24879,12248
EBIT,745,178,2233,4186,4106,12421,14541,22899,24879,12248
Gross Margin (%),6.88,6.96,8.79,10.31,10.16,13.25,13.84,13.34,14.11,13.16
Operating Margin (%),1.00,0.20,2.09,3.08,2.31,5.33,5.18,5.93,5.30,2.38
Profit Margin (%),0.37,-0.27,0.56,1.74,1.71,4.33,4.13,5.53,7.10,-0.53
Sales per Employee,634714,577469,463631,398322,314251,359671,351531,297430,292178,333539
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Depreciation Expense,3253,4746,6281,8116,11478,15341,21789,25251,34296,41921
