,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,857,860,920,924,963,968,973,976,979,994
Diluted Weighted Avg Shares,860,864,893,927,949,969,974,977,980,987
Basic Weighted Avg Shares,856,860,890,924,947,967,973,976,979,986
Revenue per Share,29.09,31.89,33.09,33.94,35.41,37.21,35.39,33.85,18.32,19.35
EBITDA per Share,8.67,7.28,9.41,9.45,9.76,10.15,10.40,9.56,9.31,6.95
Operating Income per Share,4.26,2.78,4.93,3.42,4.02,3.97,4.46,2.87,2.74,3.36
"Basic EPS, GAAP",2.01,1.89,2.55,1.23,3.98,2.08,3.02,2.01,1.74,2.20
Basic EPS from Cont Ops,2.02,2.12,2.53,1.30,4.06,2.16,3.11,2.00,1.65,2.08
"Diluted EPS, GAAP",2.00,1.88,2.54,1.22,3.97,2.07,3.01,2.01,1.74,2.20
Diluted EPS from Cont Ops,2.01,2.11,2.52,1.30,4.06,2.15,3.11,2.00,1.65,2.08
Dividend per Share,1.46,1.24,1.24,1.26,1.31,1.38,1.45,1.53,1.53,1.35
Cash Flow per Share,7.41,5.18,8.58,9.13,7.91,8.94,6.84,4.34,3.08,4.94
Free Cash Flow per Basic Share,1.11,-1.88,0.01,-0.13,-0.10,1.09,-0.61,-3.91,-5.08,-2.31
Cash & Equivalents per Share,1.88,2.18,7.07,0.69,0.93,1.65,0.60,0.68,0.69,0.41
Book Value per Share,31.62,32.12,33.42,33.36,33.71,35.00,36.53,37.00,38.07,25.66
Tangible Book Value per Share,23.70,24.95,26.76,22.66,26.43,27.27,28.67,28.88,28.77,18.22
