,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,20121,22272,26319,35913,35582,36528,37799,39333,34540,40050
ST Debt,1850,2262,2033,3697,3017,2063,6080,3850,3401,4388
LT Debt,18271,20010,24286,32216,32565,34465,31719,35483,31139,35662
Total Debt/EBITDA,2.71,3.56,3.14,4.11,3.85,3.72,3.73,4.22,3.79,5.85
Net Debt/EBITDA,2.49,3.26,2.37,4.04,3.75,3.56,3.68,4.15,3.72,5.79
Total Debt/EBIT,5.52,9.32,5.99,11.36,9.34,9.51,8.71,14.05,12.88,12.07
Net Debt/EBIT,5.08,8.53,4.51,11.16,9.10,9.09,8.57,13.82,12.63,11.95
EBITDA to Interest Expense,5.48,5.88,7.82,5.69,5.92,6.31,6.26,5.70,7.07,4.73
EBITDA-CapEx/Interest Expense,1.50,0.17,0.70,0.12,1.06,1.43,1.78,0.78,0.88,-0.21
EBIT to Interest Expense,2.69,2.24,4.10,2.06,2.44,2.47,2.69,1.71,2.08,2.29
Interest Expense,1356,1065,1071,1536,1560,1554,1616,1635,1289,1447
Common Equity/Total Assets,33.91,31.81,32.23,26.83,27.82,28.31,28.44,27.92,28.02,26.75
Long-Term Debt/Equity (%),79.65,82.92,88.98,116.67,101.35,104.22,91.75,101.76,89.49,144.12
Long-Term Debt/Capital (%),38.52,38.92,41.47,47.02,46.31,47.40,41.91,45.65,43.12,54.40
Long-Term Debt/Total Assets (%),22.86,23.05,25.46,28.04,27.90,28.80,25.38,27.44,23.41,37.40
Total Debt/Equity (%),87.71,92.29,96.43,130.06,110.74,110.46,109.33,112.81,99.27,161.86
Total Debt/Capital (%),42.42,43.32,44.94,52.42,50.60,50.23,49.94,50.61,47.83,61.09
Total Debt/Total Assets (%),25.18,25.65,27.59,31.25,30.49,30.52,30.24,30.42,25.97,42.00
Net Debt to Equity,80.70,84.51,72.61,127.76,107.94,105.63,107.63,110.90,97.34,160.21
Net Debt/Capital (%),40.40,41.17,38.06,51.97,49.96,49.12,49.55,50.18,47.34,60.85
EBITDA,7425,6258,8378,8736,9238,9813,10122,9326,9116,6850
EBITDA-CapEx,2030,181,754,183,1654,2219,2874,1278,1135,-297
Operating Income (Loss),3646,2390,4391,3160,3811,3842,4342,2799,2682,3317
