,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.33,0.31,0.29,0.22,0.17,0.22,0.11,0.16,0.14,0.13
Current Ratio,1.41,1.55,1.49,1.36,0.92,1.19,0.84,0.80,0.74,0.79
Quick Ratio,1.08,1.15,1.18,0.81,0.69,0.88,0.53,0.52,0.42,0.39
CFO/Avg Current Liab,0.72,0.71,0.57,0.70,0.49,0.56,0.36,0.39,0.36,0.26
Common Equity/Total Assets,16.80,18.94,11.71,12.69,16.77,19.07,4.97,4.11,3.49,-23.65
Long-Term Debt/Equity (%),64.41,75.54,122.23,103.06,71.33,84.82,34.84,32.23,31.19,51.84
Long-Term Debt/Capital (%),62.25,63.55,78.34,73.07,59.44,64.11,70.68,67.45,63.27,265.06
Long-Term Debt/Total Assets (%),31.09,34.80,43.77,38.98,31.47,36.47,20.56,19.03,17.88,22.45
Total Debt/Equity (%),66.33,75.73,122.39,106.43,80.99,87.90,40.83,40.44,42.82,73.48
Total Debt/Capital (%),64.10,63.72,78.45,75.46,67.49,66.44,82.84,84.64,86.86,375.69
Total Debt/Total Assets (%),32.01,34.89,43.83,40.25,35.73,37.80,24.09,23.87,24.54,31.82
CFO/Total Liabilities,14.68,14.87,6.74,11.89,12.70,14.71,7.02,12.93,13.59,10.98
CFO/CapEx,3.15,3.14,2.74,3.13,2.84,3.20,2.91,3.93,3.84,2.83
Altman's Z-Score,5.48,5.82,4.03,4.41,4.99,5.35,2.89,2.77,2.32,0.36
