,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,4469,5068,11513,10478,8763,8985,20192,20015,20353,20137
ST Debt,129,13,15,332,1045,315,2963,4064,5528,5930
LT Debt,4340,5055,11498,10146,7718,8670,17229,15951,14825,14207
Total Debt/EBITDA,2.66,2.67,6.51,4.24,3.13,3.02,5.77,4.55,3.86,3.70
Net Debt/EBITDA,2.34,2.41,6.12,3.96,2.89,2.79,5.44,4.10,3.48,3.30
Total Debt/EBIT,4.20,3.99,10.47,8.07,6.12,5.79,19.12,29.09,16.19,12.66
Net Debt/EBIT,3.68,3.60,9.85,7.55,5.66,5.33,18.03,26.24,14.59,11.29
EBITDA to Interest Expense,8.92,12.04,9.64,6.45,7.79,10.01,10.39,13.18,24.64,19.77
EBITDA-CapEx/Interest Expense,7.13,9.69,7.38,4.85,6.09,7.92,7.93,9.80,18.79,14.71
EBIT to Interest Expense,5.66,8.07,5.99,3.39,3.99,5.23,3.13,2.06,5.87,5.78
Interest Expense,188,158,183,383,359,297,337,334,214,275
Common Equity/Total Assets,16.80,18.94,11.71,12.69,16.77,19.07,4.97,4.11,3.49,-23.65
Long-Term Debt/Equity (%),64.41,75.54,122.23,103.06,71.33,84.82,34.84,32.23,31.19,51.84
Long-Term Debt/Capital (%),62.25,63.55,78.34,73.07,59.44,64.11,70.68,67.45,63.27,265.06
Long-Term Debt/Total Assets (%),31.09,34.80,43.77,38.98,31.47,36.47,20.56,19.03,17.88,22.45
Total Debt/Equity (%),66.33,75.73,122.39,106.43,80.99,87.90,40.83,40.44,42.82,73.48
Total Debt/Capital (%),64.10,63.72,78.45,75.46,67.49,66.44,82.84,84.64,86.86,375.69
Total Debt/Total Assets (%),32.01,34.89,43.83,40.25,35.73,37.80,24.09,23.87,24.54,31.82
Net Debt to Equity,58.20,68.37,115.08,99.49,74.84,81.02,38.50,36.49,38.59,65.49
Net Debt/Capital (%),61.04,61.32,77.39,74.19,65.73,64.60,81.99,83.25,85.62,565.86
EBITDA,1679,1897,1769,2472,2798,2973,3500,4402,5272,5436
EBITDA-CapEx,1343,1526,1353,1856,2185,2351,2672,3273,4021,4046
Operating Income (Loss),1064,1271,1099,1298,1432,1553,1056,688,1257,1590
