,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,872,873,873,1732,7851,6333,5492,5185,6770,6602
ST Debt,0,0,375,0,300,67,300,40,517,54
LT Debt,872,873,498,1732,7551,6266,5192,5145,6253,6549
Total Debt/EBITDA,0.98,0.94,0.83,1.38,4.65,2.31,2.10,2.20,2.37,1.13
Net Debt/EBITDA,0.54,0.33,-0.01,0.65,4.03,2.01,1.85,1.73,1.68,0.87
Total Debt/EBIT,1.11,1.11,1.05,1.66,7.11,3.26,3.04,3.34,3.81,1.86
Net Debt/EBIT,0.61,0.38,-0.01,0.78,6.16,2.84,2.68,2.64,2.70,1.43
EBITDA to Interest Expense,32.96,26.79,38.96,14.10,6.73,10.81,11.43,12.22,15.43,29.19
EBITDA-CapEx/Interest Expense,28.42,21.67,33.26,12.67,5.92,9.81,10.22,11.36,13.57,25.70
EBIT to Interest Expense,28.89,22.71,30.74,11.74,4.40,7.66,7.89,8.02,9.61,17.73
Interest Expense,27,35,27,89,251,254,229,193,185,200
Common Equity/Total Assets,64.37,62.44,63.57,60.69,23.52,28.19,32.54,33.99,14.53,17.51
Long-Term Debt/Equity (%),18.40,18.34,9.83,33.53,74.31,57.02,44.34,42.88,16.46,17.96
Long-Term Debt/Capital (%),17.51,16.93,9.30,26.37,58.88,51.79,41.70,41.22,43.50,42.50
Long-Term Debt/Total Assets (%),13.67,12.72,7.06,21.73,35.72,30.64,24.27,23.97,11.95,13.02
Total Debt/Equity (%),18.40,18.34,17.22,33.53,77.26,57.63,46.90,43.22,17.82,18.11
Total Debt/Capital (%),17.51,16.93,16.29,26.37,61.22,52.35,44.10,41.54,47.10,42.85
Total Debt/Total Assets (%),13.67,12.72,12.37,21.73,37.14,30.97,25.67,24.15,12.94,13.13
Net Debt to Equity,10.13,6.38,-0.22,15.70,66.95,50.20,41.37,34.08,12.61,13.93
Net Debt/Capital (%),10.46,6.62,-0.25,14.36,57.77,48.90,41.03,35.79,38.65,36.43
EBITDA,893,932,1053,1252,1689,2742,2618,2362,2851,5851
EBITDA-CapEx,770,754,899,1124,1485,2487,2342,2196,2508,5151
Operating Income (Loss),783,790,831,1042,1105,1943,1806,1551,1777,3553
