,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,6140,6330,5967,6087,6614,7159,7070,6972,8408,9039
+ Sales & Services Revenue,6140,6330,5967,6087,6614,7159,7070,6972,8408,9039
- Cost of Revenue,4502,4679,4321,4387,4802,5244,5166,5048,6096,6635
+ Cost of Goods & Services,4502,4679,4321,4387,4802,5244,5166,5048,6096,6635
Gross Profit,1638,1651,1646,1700,1812,1916,1904,1923,2313,2404
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,1179,1155,1108,1098,1123,1128,1080,1061,1249,1331
"+ Selling, General & Admin",1179,1155,1108,1098,1123,1128,1080,1061,1249,1331
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),459,496,538,602,689,788,824,863,1064,1073
- Non-Operating (Income) Loss,96,132,129,125,100,233,574,126,72,74
"+ Interest Expense, Net",59,63,61,60,63,59,76,70,70,84
+ Interest Expense,59,63,61,60,63,59,76,70,70,84
- Interest Income,0,0,0,0,0,0,0,0,0,0
+ Other Non-Op (Income) Loss,37,68,68,65,37,175,498,56,2,-10
Pretax Income,363,364,409,477,590,555,250,737,993,999
- Income Tax Expense (Benefit),119,113,135,156,308,85,-57,178,249,242
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,244,251,274,321,282,467,304,556,740,757
- Net Extraordinary Losses (Gains),29,2,0,0,0,0,0,0,0,0
+ Discontinued Operations,-28,-2,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,57,4,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,216,249,274,321,282,467,304,556,740,757
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",216,249,274,321,282,467,304,556,740,757
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",216,249,274,321,282,467,304,556,740,757
Basic Weighted Avg Shares,96,90,90,88,88,85,83,83,83,82
"Basic EPS, GAAP",2.24,2.75,3.05,3.63,3.20,5.52,3.64,6.69,8.96,9.28
Basic EPS from Cont Ops,2.54,2.78,3.05,3.63,3.20,5.52,3.64,6.69,8.96,9.28
Diluted Weighted Avg Shares,100,96,93,91,90,89,85,84,84,82
"Diluted EPS, GAAP",2.16,2.60,2.95,3.54,3.13,5.28,3.57,6.61,8.83,9.21
Diluted EPS from Cont Ops,2.44,2.62,2.95,3.54,3.13,5.28,3.57,6.61,8.83,9.21
EBITDA,663,698,726,782,868,969,1003,1068,1308,1364
EBITDA Margin (%),10.80,11.02,12.17,12.85,13.12,13.54,14.18,15.32,15.56,15.09
EBITA,459,496,538,602,689,788,824,863,1064,1073
EBIT,459,496,538,602,689,788,824,863,1064,1073
Gross Margin (%),26.67,26.08,27.58,27.93,27.40,26.76,26.93,27.59,27.51,26.60
Operating Margin (%),7.47,7.83,9.01,9.89,10.42,11.01,11.65,12.38,12.66,11.87
Profit Margin (%),3.51,3.93,4.60,5.27,4.26,6.53,4.29,7.97,8.80,8.38
Sales per Employee,236154,253212,238676,243460,220460,238633,235670,217859,233564,251092
Dividend per Share,1.16,1.38,1.48,1.61,1.77,2.07,2.28,2.37,2.67,2.93
Depreciation Expense,205,202,188,180,179,181,179,205,244,291
