,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,1826,1483,1706,1560,2194,2193,2512,1427,2770,2446
+ Depreciation & Amortization,507,414,441,453,341,360,472,492,349,436
+ Non-Cash Items,2488,970,75,-94,-460,-294,-1011,-1054,-176,3336
+ Stock-Based Compensation,78,83,100,111,118,127,132,123,120,165
+ Deferred Income Taxes,253,79,-71,-148,-251,30,-246,-162,-14,-60
+ Asset Impairment Charge,-186,65,-4,-7,0,0,0,0,0,0
+ Other Non-Cash Adj,2343,743,50,-50,-327,-451,-897,-1015,-282,3231
+ Chg in Non-Cash Work Cap,-226,-791,196,195,-581,597,-149,-494,-239,210
+ (Inc) Dec in Accts Receiv,0,0,0,0,0,0,0,0,0,0
+ (Inc) Dec in Inventories,0,0,0,0,0,0,0,0,0,0
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,8,1,327,-157,-138,147,-49,349,-217,-506
+ Inc (Dec) in Other,-234,-792,-131,352,-443,450,-100,-843,-22,716
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,4595,2076,2418,2114,1494,2856,1824,371,2704,6428
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,33,24,37,82,40,57,90,33,47,2
+ Disp of Fixed Prod Assets,33,24,37,82,40,57,90,33,47,2
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-480,-282,-249,-312,-340,-216,-330,-358,-309,-472
+ Acq of Fixed Prod Assets,-480,-282,-249,-312,-231,-134,-304,-358,-309,-472
+ Acq of Intangible Assets,0,0,0,0,-109,-82,-26,0,0,0
+ Net Change in LT Investment,-5644,-5691,-1222,-2555,1040,-394,-682,-31254,-3618,5451
+ Dec in LT Investment,13267,7798,20268,22164,16334,14885,13924,5458,9267,35165
+ Inc in LT Investment,-18911,-13489,-21490,-24719,-15294,-15279,-14606,-36712,-12885,-29714
+ Net Cash From Acq & Div,674,279,458,-155,1319,561,1210,-4,-297,-851
+ Cash from Divestitures,674,279,458,64,1363,604,1210,19,0,66
+ Cash for Acq of Subs,0,0,0,-219,-44,-43,0,-23,-297,-917
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-4767,-3268,-2955,53,-1645,-4149,-1085,-319,-3791,-9001
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-10184,-8938,-3931,-2887,414,-4141,-797,-31902,-7968,-4871
+ Dividends Paid,-430,-490,-497,-454,-505,-565,-753,-858,-897,-927
+ Net Cash From Debt,2819,5171,886,-1384,521,-446,-346,-242,-3041,2264
+ Cash From Debt,5044,6570,3091,3735,2490,2438,3866,2557,562,4026
+ Repayments of Debt,-2225,-1399,-2205,-5119,-1969,-2884,-4212,-2799,-3603,-1762
+ Cash (Repurchase) of Equity,-1320,-654,-850,-661,-1605,-1453,-1763,0,-1393,-100
+ Increase in Capital Stock,0,0,0,0,0,0,0,0,0,0
+ Decrease in Capital Stock,-1320,-654,-850,-661,-1605,-1453,-1763,0,-1393,-100
+ Other Financing Activities,5257,2748,1423,3124,-197,3916,2432,32500,10442,-2322
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,6326,6775,962,625,-1786,1452,-430,31400,5111,-1085
Effect of Foreign Exchange Rates,0,0,0,0,0,0,0,0,0,0
Net Changes in Cash,737,-87,-551,-148,122,167,597,-131,-153,472
EBITDA,507,414,441,453,341,360,472,492,349,436
EBITDA Margin (%),7.62,7.00,6.91,7.33,4.95,5.29,5.75,6.57,4.47,5.26
Net Cash Paid for Acquisitions,-674,-279,-458,155,-1319,-561,-1210,4,297,851
Free Cash Flow,4115,1794,2169,1802,1154,2640,1494,13,2395,5956
Free Cash Flow to Firm,3825,1464,1812,1365,607,1813,351,-614,2048,5183
Free Cash Flow to Equity,7566,7219,3017,425,1749,2258,1610,46,-710,8106
Free Cash Flow per Basic Share,4.73,2.15,2.72,2.38,1.58,3.92,2.10,0.02,3.41,8.65
Price/Free Cash Flow,3.69,7.39,6.13,8.50,12.25,5.21,10.21,26.93,10.29,3.30
Cash Flow to Net Income,2.50,1.40,1.41,1.35,0.68,1.30,0.73,0.26,0.98,2.63
