,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,3756,3715,3663,3561,3425,3276,3084,3049,2944,2934
Diluted Weighted Avg Shares,3815,3798,3744,3650,3577,3414,3230,3087,3027,2970
Basic Weighted Avg Shares,3782,3764,3708,3619,3552,3396,3222,3082,3022,2966
Revenue per Share,25.54,25.03,25.09,26.44,27.87,32.10,35.89,38.78,40.26,43.39
EBITDA per Share,1.40,1.26,1.33,1.51,1.74,2.29,2.60,2.79,2.63,2.38
Operating Income per Share,0,0,0,0,0,0,0,0,0,0
"Basic EPS, GAAP",4.53,5.48,6.18,6.38,6.41,9.10,10.82,8.94,15.47,12.17
Basic EPS from Cont Ops,4.74,5.78,6.59,6.84,6.88,9.56,11.31,9.45,16.00,12.70
"Diluted EPS, GAAP",4.49,5.43,6.12,6.33,6.37,9.06,10.79,8.92,15.44,12.15
Diluted EPS from Cont Ops,4.70,5.73,6.53,6.78,6.83,9.51,11.28,9.44,15.97,12.69
Dividend per Share,1.60,1.86,2.12,2.34,2.53,2.98,3.83,4.12,4.26,4.57
Cash Flow per Share,28.54,9.72,19.81,5.58,-0.70,4.18,1.88,-25.92,25.84,36.12
Free Cash Flow per Basic Share,28.54,9.72,19.81,5.58,-0.70,4.18,1.88,-25.92,25.84,36.12
Cash & Equivalents per Share,176.97,224.06,175.97,195.91,220.55,194.85,202.65,300.31,356.42,263.47
Book Value per Share,31.91,36.19,41.09,46.77,53.07,62.06,73.71,79.06,93.87,102.43
Tangible Book Value per Share,37.46,41.92,45.46,48.83,51.16,53.76,58.69,64.23,68.81,69.55
