,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,217666,234589,243951,307295,366301,317192,427538,382277,466589,393484
- Cash & Cash Equivalents,355822,512308,360505,389635,430121,278793,263631,527609,740834,567234
+ Preferred Equity and Hybrid Capital,11158,20063,26068,26068,26068,26068,26993,30063,34838,27404
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,434161,455101,399425,417116,421768,454311,407987,426451,469176,466727
Enterprise Value,-1742,-122568,24777,52792,58695,159277,237550,-76996,-78756,114524
Total Capital,565180,609584,576018,609729,629617,683686,662296,697609,780387,794692
Total Debt/Capital (%),76.82,74.66,69.34,68.41,66.99,66.45,61.60,61.13,60.12,58.73
Total Debt / EV,-249.30,-3.71,16.12,7.90,7.19,2.85,1.72,-5.54,-5.96,4.08
EV/Sales,0,0,0.27,0.55,0.59,1.46,2.05,0,0,0.89
EV/EBITDA,0,0,5.02,9.64,9.50,20.44,28.39,0,0,16.24
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,0,0,0.37,4.01,0,0,0,0,0,1.33
EV/Free Cash Flow to Firm,0,0,0.37,4.01,0,0,0,0,0,1.33
Diluted Market Cap,221073,239812,249286,314941,382503,330578,447830,387036,479656,398277
Diluted Enterprise Value,310570,202668,314274,368490,400218,532164,619179,315941,242836,325174
EV per Share,0,0,6.76,14.82,17.14,48.62,77.03,0,0,39.03
TTM Sales,96606,94205,93029,95668,98979,109029,115627,119543,121649,128695
TTM EBITDA,5306,4759,4940,5478,6179,7791,8368,8614,7932,7051
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,101486,30825,67525,13165,-11947,-2575,-15868,-88105,73578,85821
TTM Free Cash Flow to Firm,101486,30825,67525,13165,-11947,-2575,-15868,-88105,73578,85821
