,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sales/Revenue/Turnover,10230,11042,11940,12867,14135,14984,16039,12532,18916,18696
+ Sales & Services Revenue,10230,11042,11940,12867,14135,14984,16039,12532,18916,18696
- Cost of Revenue,7361,7938,8577,9174,10043,10726,11536,9839,13709,13946
+ Cost of Goods & Services,7361,7938,8577,9174,10043,10726,11536,9839,13709,13946
Gross Profit,2869,3104,3363,3693,4092,4257,4503,2693,5207,4750
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,1526,1615,1739,1890,2044,2217,2357,2503,2874,2759
"+ Selling, General & Admin",1526,1615,1739,1890,2044,2217,2357,2503,2874,2759
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),1343,1488,1624,1803,2048,2041,2146,190,2333,1990
- Non-Operating (Income) Loss,0,3,13,16,8,-10,-18,83,74,3
"+ Interest Expense, Net",0,3,13,16,8,-10,-8,83,74,-75
+ Interest Expense,0,3,13,20,19,16,10,88,75,3
- Interest Income,1,0,1,3,11,27,18,5,1,78
+ Other Non-Op (Income) Loss,0,0,0,0,0,0,-10,0,0,78
Pretax Income,1343,1485,1612,1786,2041,2051,2164,106,2259,1987
- Income Tax Expense (Benefit),506,561,591,669,678,463,503,21,536,475
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,837,925,1021,1118,1363,1587,1661,85,1723,1512
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,837,925,1021,1118,1363,1587,1661,85,1723,1512
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",837,925,1021,1118,1363,1587,1661,85,1723,1512
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",837,925,1021,1118,1363,1587,1661,85,1723,1512
Basic Weighted Avg Shares,426,414,403,392,381,370,358,352,351,343
"Basic EPS, GAAP",1.97,2.24,2.53,2.85,3.58,4.30,4.63,0.24,4.90,4.40
Basic EPS from Cont Ops,1.97,2.24,2.53,2.85,3.58,4.30,4.63,0.24,4.90,4.40
Diluted Weighted Avg Shares,432,418,406,395,384,373,361,355,354,345
"Diluted EPS, GAAP",1.94,2.21,2.51,2.83,3.55,4.26,4.60,0.24,4.87,4.38
Diluted EPS from Cont Ops,1.94,2.21,2.51,2.83,3.55,4.26,4.60,0.24,4.87,4.38
EBITDA,1549,1721,1899,2105,2362,2371,2497,554,2694,2385
EBITDA Margin (%),15.14,15.59,15.91,16.36,16.71,15.82,15.57,4.42,14.24,12.76
EBITA,1343,1488,1624,1803,2048,2041,2146,190,2333,1990
EBIT,1343,1488,1624,1803,2048,2041,2146,190,2333,1990
Gross Margin (%),28.05,28.11,28.17,28.70,28.95,28.41,28.07,21.49,27.53,25.40
Operating Margin (%),13.13,13.48,13.60,14.01,14.49,13.62,13.38,1.51,12.33,10.65
Profit Margin (%),8.18,8.37,8.55,8.69,9.64,10.59,10.36,0.68,9.11,8.09
Sales per Employee,154304,154645,153470,163699,170916,170074,173395,133741,189162,185107
Dividend per Share,0.35,0.41,0.48,0.55,0.65,0.91,1.03,0.29,1.15,1.26
Depreciation Expense,206,233,275,303,313,330,351,364,361,395
