,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,21608,21857,19964,19249,21275,22029,23044,24789,11209,14228
ST Debt,1016,3001,1401,1441,1428,1960,2323,3236,543,1339
LT Debt,20592,18856,18563,17808,19847,20069,20721,21553,10666,12889
Total Debt/EBITDA,4.89,4.61,5.29,4.75,5.10,5.47,5.59,5.96,4.40,5.46
Net Debt/EBITDA,4.64,4.24,5.07,4.66,4.98,5.32,5.40,5.79,3.00,5.32
Total Debt/EBIT,7.12,6.68,7.05,6.32,6.93,7.72,8.11,8.84,7.87,10.36
Net Debt/EBIT,6.75,6.14,6.76,6.20,6.78,7.51,7.83,8.59,5.36,10.10
EBITDA to Interest Expense,4.39,4.63,4.33,4.57,4.63,4.18,4.14,4.16,2.77,5.08
EBITDA-CapEx/Interest Expense,0.11,0.54,0.28,1.24,1.11,0.82,1.04,0.91,0.62,0.88
EBIT to Interest Expense,3.02,3.20,3.25,3.43,3.41,2.96,2.86,2.80,1.55,2.68
Interest Expense,1006,1024,871,888,901,963,994,1001,918,513
Common Equity/Total Assets,30.33,32.54,32.18,35.70,34.19,36.00,37.98,36.56,44.80,39.66
Long-Term Debt/Equity (%),165.19,138.36,187.15,179.90,184.43,172.16,159.50,161.17,77.72,92.61
Long-Term Debt/Capital (%),57.78,49.94,56.92,54.08,55.97,53.30,51.30,50.85,40.88,44.08
Long-Term Debt/Total Assets (%),44.51,38.59,47.23,46.48,47.85,46.25,45.36,44.79,32.10,34.06
Total Debt/Equity (%),173.34,160.38,201.27,194.45,197.70,188.98,177.38,185.37,81.68,102.23
Total Debt/Capital (%),60.63,57.89,61.22,58.46,60.00,58.51,57.05,58.49,42.96,48.66
Total Debt/Total Assets (%),46.71,44.73,50.80,50.24,51.29,50.76,50.45,51.52,33.74,37.60
Net Debt to Equity,164.50,147.53,192.84,191.01,193.20,183.65,171.11,180.07,55.66,99.67
Net Debt/Capital (%),59.37,55.84,60.20,58.03,59.45,57.81,56.17,57.78,33.92,48.03
EBITDA,4419,4737,3773,4054,4173,4024,4120,4162,2545,2607
EBITDA-CapEx,112,552,241,1097,1002,786,1037,913,572,452
Operating Income (Loss),3036,3272,2831,3048,3068,2852,2840,2803,1424,1374
