,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.22,0.25,0.22,0.09,0.12,0.14,0.17,0.12,1.54,0.09
Current Ratio,1.05,0.83,0.68,0.54,0.57,0.53,0.56,0.46,2.16,0.75
Quick Ratio,0.60,0.50,0.52,0.40,0.45,0.41,0.43,0.35,1.95,0.52
CFO/Avg Current Liab,0.54,0.55,0.46,0.75,0.63,0.66,0.51,0.50,0.55,0.57
Common Equity/Total Assets,30.33,32.54,32.18,35.70,34.19,36.00,37.98,36.56,44.80,39.66
Long-Term Debt/Equity (%),165.19,138.36,187.15,179.90,184.43,172.16,159.50,161.17,77.72,92.61
Long-Term Debt/Capital (%),57.78,49.94,56.92,54.08,55.97,53.30,51.30,50.85,40.88,44.08
Long-Term Debt/Total Assets (%),44.51,38.59,47.23,46.48,47.85,46.25,45.36,44.79,32.10,34.06
Total Debt/Equity (%),173.34,160.38,201.27,194.45,197.70,188.98,177.38,185.37,81.68,102.23
Total Debt/Capital (%),60.63,57.89,61.22,58.46,60.00,58.51,57.05,58.49,42.96,48.66
Total Debt/Total Assets (%),46.71,44.73,50.80,50.24,51.29,50.76,50.45,51.52,33.74,37.60
CFO/Total Liabilities,8.45,9.66,8.77,10.17,8.01,8.89,7.42,7.90,11.64,7.23
CFO/CapEx,0.66,0.81,0.73,0.98,0.78,0.87,0.79,0.85,1.15,0.80
Altman's Z-Score,1.05,1.07,1.03,1.09,0.98,0.92,1.02,0.83,1.22,0.97
