,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,26006,29790,22876,28026,27531,19327,26218,27379,33397,26158
- Cash & Cash Equivalents,11727,11339,12755,13766,14955,18515,17559,25703,18236,21105
+ Preferred Equity and Hybrid Capital,560,560,560,560,563,563,563,1056,1056,1056
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,20754,22770,24724,25443,26326,27228,25701,21241,20227,20108
Enterprise Value,34364,40529,34308,40263,38793,28603,34048,21312,34428,24510
Total Capital,30930,34802,38539,41138,43582,46703,47560,42258,46055,49623
Total Debt/Capital (%),67.10,65.43,64.15,61.85,60.41,58.30,54.04,50.27,43.92,40.52
Total Debt / EV,0.60,0.56,0.72,0.63,0.68,0.95,0.75,1.00,0.59,0.82
EV/Sales,4.18,4.78,3.93,4.43,3.92,2.67,2.97,1.92,2.85,1.84
EV/EBITDA,102.89,109.84,87.74,114.71,98.71,65.75,78.09,43.94,64.84,43.69
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,12.28,13.02,11.25,11.47,9.17,8.03,8.02,4.52,6.69,4.29
EV/Free Cash Flow to Firm,11.34,12.44,10.66,10.91,8.72,7.50,7.52,4.28,6.45,4.12
Diluted Market Cap,26819,30706,23762,29269,28768,20117,27050,27415,34749,27197
Diluted Enterprise Value,36406,42697,36291,41506,40702,29393,35755,24009,37796,27256
EV per Share,72.77,90.23,81.36,103.57,108.39,86.30,109.78,69.51,119.41,91.67
TTM Sales,8224,8477,8739,9099,9897,10709,11459,11088,12087,13337
TTM EBITDA,334,369,391,351,393,435,436,485,531,561
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,2799,3113,3051,3510,4230,3560,4245,4713,5144,5713
TTM Free Cash Flow to Firm,3030,3258,3219,3689,4448,3814,4529,4974,5338,5949
